"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
29,"0","M","Male",0,1,0,1,1
20,"1","F","Male",1,109,1,0,0
51,"1","F","Male",12,0,1,1,0
26,"1","M","Male",1,0,0,1,0
41,"0","M","Male",2,0,0,1,0
39,"0","F","Male",8,10,0,1,1
22,"1","F","Male",0,2,0,0,1
63,"0","M","Male",1,1,0,0,1
30,"0","F","Male",0,8,0,0,1
61,"0","M","Male",2,0,0,1,1
51,"1","M","Male",0,0,0,1,0
29,"0","M","Female",1,-1,1,0,1
51,"0","F","Male",8,6,1,0,1
30,"1","M","Male",5,0,0,0,1
23,"1","F","Female",0,0,1,0,1
49,"1","F","Male",0,181,0,1,0
35,"1","F","Male",0,15,0,0,1
22,"0","F","Male",2,178,1,0,0
22,"1","F","Male",0,0,1,1,0
31,"1","F","Male",5,0,1,1,0
22,"1","F","Male",0,5,1,1,1
41,"1","F","Male",18,117,0,0,1
28,"0","F","Male",4,2,1,0,1
28,"1","F","Male",6,39,1,0,1
33,"0","M","Male",0,1,0,1,0
45,"0","M","Male",0,1,0,1,1
22,"1","F","Male",1,1,0,1,0
31,"0","M","Female",2,1,1,1,1
40,"1","F","Male",6,-1,0,1,0
39,"0","M","Male",2,1,0,1,0
52,"1","M","Male",11,56,1,0,1
27,"1","F","Male",2,1,0,1,0
26,"1","F","Male",10,0,0,1,1
27,"1","M","Male",3,530,1,1,1
59,"1","F","Male",2,-1,0,1,0
28,"1","F","Male",0,0,0,0,0
51,"0","F","Male",3,3,0,0,0
55,"0","F","Male",5,140,1,1,0
48,"0","F","Male",2,0,0,0,0
30,"0","F","Female",6,152,0,1,1
25,"0","F","Male",5,36,1,1,1
45,"0","M","Female",1,0,0,0,1
45,"0","M","Male",6,2,1,1,1
33,"0","F","Male",1,0,0,1,0
35,"0","M","Male",4,15,1,0,0
48,"1","F","Male",2,1,0,1,0
27,"1","F","Male",10,0,1,1,0
24,"0","M","Female",0,0,0,0,0
29,"1","F","Male",2,15,0,1,0
51,"1","F","Male",3,3,1,0,1
24,"0","F","Male",0,0,1,1,0
33,"1","M","Male",4,1,1,0,1
21,"1","F","Male",3,10,1,1,1
29,"0","F","Female",5,0,0,0,0
27,"1","M","Male",1,1,1,1,0
27,"1","F","Male",2,1,1,0,0
35,"0","M","Male",1,-1,1,1,1
25,"0","F","Male",3,1,0,1,1
26,"1","F","Male",6,0,0,0,0
26,"0","F","Male",1,0,0,0,0
30,"1","F","Male",20,0,0,0,0
28,"1","F","Male",5,52,1,1,1
24,"0","M","Female",3,0,0,0,1
28,"1","M","Male",5,51,0,0,0
27,"1","M","Male",1,18,0,1,0
20,"1","F","Female",0,0,0,1,1
46,"1","F","Male",1,1,0,1,0
21,"1","F","Male",0,-1,1,0,1
64,"0","F","Male",0,18,0,0,1
21,"0","F","Female",2,1,1,1,1
24,"0","F","Male",5,1,0,0,1
29,"1","F","Male",6,0,1,1,0
27,"1","F","Male",6,0,1,1,0
23,"1","M","Male",0,0,0,1,0
29,"0","F","Female",0,7,1,0,1
44,"0","F","Male",1,1,0,0,1
26,"0","M","Male",2,0,1,0,1
30,"0","M","Male",1,1,0,1,0
28,"1","M","Female",3,0,0,1,1
27,"1","F","Male",2,19,0,0,0
42,"0","M","Female",0,0,1,1,0
22,"1","F","Female",2,1,1,0,0
24,"1","M","Male",2,3,1,1,1
36,"0","F","Male",1,5,1,1,1
26,"1","F","Male",0,1,0,1,1
22,"0","F","Female",2,4,1,1,1
20,"1","F","Male",2,1,0,1,1
46,"0","F","Male",2,0,1,1,0
21,"0","F","Female",1,1,0,1,1
28,"1","F","Male",0,0,1,0,1
28,"0","F","Male",0,0,0,1,0
41,"0","M","Male",2,0,1,1,0
34,"0","F","Male",0,8,0,1,0
31,"0","F","Male",4,1,0,1,1
51,"0","M","Male",1,-1,0,0,0
21,"1","F","Male",1,3,0,0,0
33,"1","F","Male",0,1,0,1,0
35,"0","M","Male",2,0,0,1,0
24,"1","F","Male",2,49,1,1,1
26,"0","M","Male",0,0,1,0,0
46,"0","M","Male",0,0,0,1,1
24,"1","F","Male",2,376,1,0,0
42,"0","F","Male",4,1,0,1,0
28,"0","F","Female",0,0,0,1,0
27,"1","M","Male",2,151,1,0,1
43,"1","F","Male",5,1,1,1,0
37,"0","F","Male",2,9,0,0,0
35,"1","F","Male",9,4,1,0,1
24,"0","M","Female",0,0,0,1,1
28,"1","M","Male",2,0,1,0,1
37,"0","F","Male",1,35,0,1,1
23,"1","M","Male",4,11,1,0,1
46,"0","M","Male",4,4,0,0,0
23,"1","F","Male",1,120,1,1,0
37,"0","F","Male",3,0,0,1,1
26,"1","F","Male",9,0,0,0,0
37,"1","F","Male",2,0,1,1,1
38,"1","F","Male",4,4,1,1,0
24,"1","F","Male",1,1,1,0,0
21,"1","F","Male",1,1,1,1,1
41,"0","M","Male",0,1,0,1,1
52,"0","M","Male",2,1,0,1,0
49,"1","M","Male",1,0,0,1,1
23,"0","M","Female",2,1,1,0,0
55,"1","M","Male",5,1,0,1,0
30,"0","F","Male",7,83,1,0,0
24,"0","M","Female",7,0,0,0,1
27,"0","M","Female",1,1,1,1,0
28,"1","F","Male",20,9,1,0,0
36,"0","M","Male",9,1,1,0,1
26,"1","F","Female",1,0,1,1,0
49,"0","F","Male",0,0,1,0,1
28,"1","M","Male",6,1,1,1,0
39,"1","M","Female",3,29,1,1,1
38,"0","F","Male",7,8,1,0,1
36,"0","F","Male",0,2,0,1,1
30,"1","F","Male",9,196,0,1,0
27,"0","M","Female",0,0,0,1,0
31,"0","M","Male",0,1,0,1,0
25,"0","M","Female",3,0,0,0,0
27,"0","F","Male",0,2,0,1,1
31,"1","F","Male",6,0,1,0,0
40,"0","M","Male",4,1,0,1,1
40,"0","F","Male",3,1,0,0,0
33,"1","F","Male",5,1,0,0,0
25,"1","F","Male",0,0,0,0,0
46,"0","F","Male",0,10,0,1,0
25,"0","M","Male",2,1,1,1,0
28,"0","M","Male",0,2,0,1,0
22,"0","M","Male",1,-1,0,0,0
23,"1","F","Male",5,22,0,0,0
45,"1","F","Female",6,4,0,0,0
46,"1","F","Male",0,5,0,1,1
58,"1","M","Male",18,59,1,1,1
33,"1","F","Male",5,0,1,0,1
51,"0","F","Male",0,5,0,1,0
35,"0","F","Female",5,1,1,0,0
21,"0","F","Male",1,-1,0,0,0
56,"1","F","Male",4,1,0,1,0
23,"1","F","Male",1,3,1,1,1
34,"1","F","Male",5,1,0,1,0
24,"1","F","Male",1,1,1,0,0
35,"0","M","Male",1,0,0,0,0
21,"0","F","Male",1,1,0,1,0
42,"0","M","Male",3,39,0,1,0
22,"1","F","Male",0,1,1,1,1
37,"0","F","Male",10,0,0,1,1
26,"0","M","Male",0,1,0,0,0
53,"0","M","Female",0,0,0,0,1
51,"0","F","Male",0,5,1,0,1
32,"1","F","Male",19,34,1,1,0
28,"0","F","Female",2,1,0,1,1
45,"0","M","Male",0,0,1,1,1
35,"0","F","Male",0,0,1,1,1
52,"1","F","Male",11,151,1,0,0
31,"0","F","Male",8,96,1,0,0
37,"0","F","Male",1,1,1,0,0
62,"1","F","Male",28,1,1,1,1
60,"1","F","Male",38,33,1,1,0
28,"1","F","Male",5,0,1,1,0
58,"1","F","Male",31,1,1,1,0
33,"0","F","Male",4,1,1,1,1
45,"0","F","Male",1,1,0,0,1
52,"0","F","Male",8,0,0,1,0
21,"1","F","Female",0,0,1,0,0
47,"0","M","Male",0,0,0,0,0
25,"0","F","Male",1,0,0,0,1
53,"0","M","Male",0,1,0,1,1
23,"1","F","Male",2,1,1,0,1
51,"0","F","Male",6,5,1,0,1
35,"1","F","Male",11,1,1,1,0
42,"0","M","Female",0,0,1,1,1
34,"0","F","Male",3,0,0,1,1
22,"1","F","Male",2,1,1,1,1
23,"1","M","Male",6,91,1,1,0
30,"1","F","Male",5,1,0,0,1
29,"1","F","Male",4,9,0,0,0
34,"1","F","Male",7,-1,1,0,0
55,"1","F","Male",25,2,0,1,1
21,"1","F","Male",0,1,1,0,0
52,"0","F","Male",1,6,1,1,0
22,"1","F","Male",1,21,1,0,1
30,"1","F","Male",5,1,1,0,0
48,"0","M","Female",0,0,0,0,0
33,"1","M","Male",17,1,0,1,1
50,"0","F","Male",4,2,1,0,0
31,"0","F","Male",1,1,0,0,1
51,"0","M","Male",4,2,1,0,0
37,"1","M","Male",23,1,1,0,0
22,"0","F","Male",1,1,1,1,1
27,"1","F","Male",9,26,0,0,1
62,"1","M","Female",1,7,0,1,1
28,"0","F","Male",8,34,0,1,0
42,"0","F","Male",2,64,0,1,0
20,"0","F","Male",0,0,1,0,0
33,"0","M","Male",1,0,0,0,1
20,"1","F","Male",0,0,1,0,0
59,"0","F","Male",2,1,0,0,1
36,"0","M","Male",0,1,1,1,1
41,"1","M","Male",17,1,1,1,1
30,"1","M","Male",1,2,0,1,1
41,"0","F","Male",0,1,1,1,1
37,"0","M","Female",1,113,0,1,1
21,"0","F","Female",0,0,0,1,0
34,"1","F","Male",14,1,0,1,0
58,"1","F","Male",0,1,0,0,0
32,"1","F","Male",18,0,1,0,1
21,"0","M","Male",0,-1,0,1,1
62,"0","F","Male",1,0,0,0,1
50,"0","F","Male",1,75,0,1,0
36,"0","F","Male",2,1,0,0,0
38,"1","F","Male",10,1,0,0,1
26,"0","F","Female",2,4,1,1,0
27,"0","F","Male",1,4,1,0,0
24,"0","M","Female",0,0,1,1,1
52,"1","F","Female",6,7,0,0,1
26,"1","M","Male",1,0,1,1,1
30,"0","F","Female",0,1,1,1,1
28,"0","F","Male",2,3,0,0,1
27,"1","F","Male",12,29,1,0,1
28,"0","F","Male",0,0,0,1,0
22,"1","M","Female",2,3,0,0,0
46,"0","F","Male",2,1,0,1,0
20,"1","F","Male",0,0,0,1,0
31,"0","F","Male",5,1,0,0,1
35,"0","F","Male",0,8,0,1,1
22,"0","F","Male",1,13,1,0,0
47,"1","M","Male",4,49,0,1,1
58,"0","M","Female",8,0,0,0,0
36,"0","M","Female",0,0,0,0,1
25,"1","F","Male",3,0,0,0,1
22,"1","F","Male",3,1,0,1,0
22,"1","F","Male",1,0,1,0,0
29,"0","F","Male",1,0,0,1,0
41,"0","F","Male",1,1,0,1,0
22,"1","F","Male",0,14,1,0,0
36,"0","F","Male",0,112,0,1,0
31,"0","M","Male",0,1,0,1,1
23,"0","M","Female",0,2,1,1,1
26,"0","F","Male",3,28,0,1,0
29,"1","F","Male",2,0,1,1,0
39,"1","F","Female",10,21,0,0,1
20,"0","F","Male",0,0,1,1,0
40,"1","F","Male",6,33,0,1,1
24,"0","F","Female",0,1,0,0,1
29,"0","M","Female",1,12,0,1,1
20,"0","F","Female",1,77,1,0,1
28,"0","F","Male",11,0,1,1,1
27,"1","F","Male",0,1,0,1,1
46,"0","M","Female",1,1,1,1,1
21,"1","F","Male",1,103,1,1,1
32,"1","F","Male",4,1,1,1,1
35,"0","F","Male",0,49,1,1,0
23,"1","F","Female",6,26,1,1,1
51,"1","F","Male",7,14,1,0,1
35,"0","F","Male",0,108,1,0,0
32,"0","F","Male",7,1,1,1,0
33,"1","F","Male",5,95,0,0,0
35,"0","M","Male",3,2,0,0,0
58,"0","F","Male",2,158,0,1,0
66,"0","M","Male",0,111,0,0,1
24,"0","M","Male",7,1,1,1,1
25,"1","F","Male",5,54,1,1,0
25,"1","F","Male",5,101,0,0,1
65,"0","F","Male",1,0,0,1,0
28,"1","F","Male",12,1,1,0,0
41,"0","F","Male",4,1,0,0,0
35,"0","M","Male",1,0,0,1,1
31,"1","F","Female",3,11,1,1,0
35,"1","F","Female",2,3,1,0,0
36,"0","F","Male",2,0,0,0,0
25,"1","F","Male",2,1,1,0,1
30,"1","F","Male",6,1,1,0,1
52,"1","M","Male",0,0,1,1,1
33,"0","F","Male",0,-1,1,0,1
50,"1","M","Female",2,20,0,0,0
31,"1","F","Male",1,115,0,0,0
45,"1","F","Female",0,0,0,1,1
59,"1","F","Male",15,72,1,1,0
29,"0","F","Male",0,28,0,1,0
33,"1","F","Male",20,1,1,1,0
37,"1","M","Male",4,14,0,1,0
28,"1","F","Female",1,0,1,1,1
41,"0","F","Male",3,6,0,0,1
21,"1","F","Male",0,50,1,0,0
64,"0","M","Female",8,1,0,1,0
33,"0","F","Male",0,16,1,0,0
57,"0","F","Male",1,12,0,1,1
33,"1","M","Male",14,5,1,0,0
32,"1","F","Female",2,0,0,0,0
50,"0","F","Male",0,0,1,1,1
43,"1","F","Male",7,1,1,1,1
22,"0","M","Male",1,5,1,1,0
25,"1","M","Male",1,0,0,0,0
26,"0","F","Male",1,1,0,0,0
19,"1","F","Male",1,1,0,1,0
27,"0","M","Male",4,0,0,1,0
47,"0","F","Male",1,0,0,1,1
55,"1","M","Male",15,60,1,0,1
25,"0","F","Female",6,1,0,0,0
22,"1","F","Male",1,1,1,1,1
44,"0","F","Female",0,1,0,0,1
39,"1","F","Male",6,34,1,1,0
51,"1","F","Male",0,229,0,0,0
22,"0","F","Female",2,0,1,1,1
38,"0","M","Male",0,2,0,0,1
24,"1","M","Female",0,0,1,0,0
31,"1","F","Male",11,0,1,1,1
20,"1","F","Male",0,1,1,0,0
37,"0","F","Male",0,0,1,0,1
56,"0","M","Female",0,4,0,0,0
25,"1","F","Male",0,0,0,0,1
26,"0","F","Male",5,1,1,1,1
38,"0","M","Male",10,0,1,0,0
54,"1","F","Male",0,3,0,1,0
57,"0","M","Male",1,0,0,1,0
43,"0","F","Male",1,0,1,1,0
22,"1","F","Male",1,5,1,0,0
24,"1","F","Female",0,1,1,1,1
38,"1","F","Male",0,0,1,1,0
32,"1","F","Male",0,5,1,1,1
19,"1","F","Male",1,12,0,0,1
54,"0","F","Male",3,0,0,0,1
24,"0","F","Female",0,1,1,1,0
24,"0","F","Male",2,1,1,1,1
29,"1","F","Female",7,7,0,1,0
49,"0","F","Male",0,0,0,0,1
25,"0","F","Female",1,1,1,0,1
22,"1","M","Male",0,0,1,1,0
30,"0","F","Male",1,9,0,1,0
25,"1","F","Male",14,-1,1,0,0
29,"1","M","Male",1,0,0,0,0
38,"1","F","Male",6,6,1,1,1
26,"0","F","Male",0,1,0,0,0
25,"1","F","Male",2,140,1,0,0
23,"0","M","Male",0,0,0,1,0
27,"0","M","Male",3,37,1,1,0
29,"0","F","Male",14,0,1,0,1
30,"1","M","Male",6,5,1,0,1
24,"1","F","Male",2,339,1,1,1
34,"0","M","Female",1,1,0,0,1
26,"0","M","Female",0,0,1,0,1
21,"1","M","Male",5,1,1,1,0
36,"1","F","Female",7,1,1,0,1
33,"1","M","Male",1,43,1,1,0
28,"0","F","Male",14,0,0,0,1
50,"0","F","Female",8,8,1,0,1
23,"0","F","Female",1,2,0,1,1
33,"1","F","Male",4,0,1,1,0
21,"1","M","Male",3,23,1,1,0
26,"1","F","Female",7,0,0,0,1
27,"0","F","Male",0,4,0,1,1
32,"0","M","Male",0,7,0,1,0
21,"0","M","Female",1,0,1,1,1
44,"1","M","Male",0,1,0,1,0
54,"0","F","Male",0,0,0,0,0
18,"1","F","Male",3,24,1,0,0
20,"1","F","Male",0,0,1,1,1
52,"0","M","Male",0,0,0,1,0
24,"0","F","Male",0,1,0,1,0
31,"0","F","Male",9,2,1,0,0
29,"1","F","Male",6,19,1,0,1
51,"1","F","Female",1,1,0,0,1
36,"0","F","Male",1,1,1,0,1
58,"0","M","Male",0,0,0,1,0
37,"0","M","Male",6,0,0,1,1
31,"0","F","Male",1,0,0,0,0
27,"1","M","Male",1,2,0,1,1
53,"0","F","Male",1,0,0,0,0
63,"0","F","Female",0,5,0,0,1
26,"1","M","Female",2,0,1,0,1
52,"0","F","Male",1,0,0,0,1
62,"0","M","Male",9,2,1,1,0
29,"0","M","Male",0,0,0,1,0
50,"0","F","Female",2,1,1,0,0
23,"1","F","Male",1,0,1,0,1
31,"0","F","Male",0,0,1,1,0
32,"0","M","Male",5,0,1,0,1
30,"0","F","Male",1,16,1,0,0
52,"1","M","Male",0,1,1,1,0
43,"1","F","Male",5,0,0,1,0
30,"1","F","Male",0,0,1,0,1
52,"0","F","Male",0,0,1,0,0
46,"0","M","Male",0,1,0,1,0
38,"1","F","Male",1,1,0,0,1
29,"1","F","Female",0,0,0,0,1
24,"1","F","Male",1,0,1,0,1
57,"0","F","Male",11,31,1,1,1
22,"0","M","Male",1,0,0,1,1
21,"1","F","Male",1,22,0,0,0
36,"1","F","Female",0,0,0,1,1
23,"0","F","Female",1,0,1,0,1
53,"0","M","Female",1,1,1,0,0
50,"0","F","Male",1,1,0,1,1
21,"0","M","Male",0,1,1,1,0
54,"1","F","Male",0,0,1,0,0
25,"1","M","Male",2,319,1,0,0
30,"0","F","Male",6,6,0,0,0
27,"1","M","Male",1,0,1,1,1
24,"1","F","Male",3,7,0,0,0
31,"0","F","Male",2,1,1,1,1
27,"1","F","Male",0,47,0,0,0
56,"1","F","Female",10,9,0,1,0
54,"0","M","Female",0,1,0,1,0
42,"0","M","Female",0,1,0,1,0
52,"1","F","Male",15,80,1,0,1
26,"0","M","Male",1,0,1,1,1
28,"0","M","Male",0,0,1,0,0
26,"0","F","Male",0,0,0,1,1
29,"0","F","Male",0,1,0,0,0
38,"0","F","Male",9,0,0,1,0
50,"1","F","Male",0,0,0,1,0
27,"0","F","Male",0,0,0,1,0
39,"1","F","Female",1,1,0,1,1
24,"1","F","Male",0,7,0,1,1
31,"1","F","Male",27,0,1,1,0
29,"1","M","Male",1,1,1,1,0
22,"1","F","Male",1,20,0,0,1
52,"0","M","Male",0,1,1,0,0
55,"0","F","Male",1,7,1,0,1
30,"1","M","Male",1,0,0,0,0
23,"1","F","Male",3,35,1,1,0
48,"1","F","Female",20,2,1,1,1
56,"1","M","Male",3,26,1,0,0
29,"0","M","Female",0,0,0,0,1
42,"0","F","Male",0,1,0,0,1
33,"0","M","Male",0,0,0,1,0
23,"1","F","Male",5,11,1,1,0
26,"1","F","Male",0,1,0,1,0
51,"0","F","Female",1,3,0,0,0
54,"0","F","Male",13,0,0,0,0
24,"0","F","Male",0,2,0,1,1
20,"1","M","Male",0,2,1,1,1
27,"1","M","Male",3,5,0,0,0
21,"1","F","Female",0,2,0,0,0
69,"0","M","Female",0,0,0,0,0
44,"0","F","Male",19,129,1,0,0
56,"0","F","Male",0,0,0,1,0
24,"1","F","Male",1,0,1,0,0
31,"0","M","Male",6,6,0,0,1
24,"0","M","Male",1,1,0,0,1
51,"1","M","Male",13,6,0,0,1
35,"0","F","Male",0,9,1,1,1
35,"1","F","Male",15,242,1,0,0
29,"1","F","Male",9,7,1,0,1
38,"0","F","Male",1,1,1,0,0
31,"1","M","Female",1,0,0,1,1
62,"1","M","Male",0,0,1,1,0
55,"0","M","Male",0,18,0,1,1
45,"0","F","Female",1,1,0,1,0
27,"1","F","Male",2,0,1,0,0
36,"0","F","Male",13,0,1,1,1
37,"0","F","Male",1,3,1,1,1
27,"1","F","Male",6,9,1,1,0
27,"1","F","Female",0,0,0,1,0
40,"0","F","Female",5,55,0,0,1
25,"1","F","Male",0,20,0,1,1
51,"1","F","Male",19,14,1,0,1
31,"0","F","Female",0,0,1,1,0
20,"1","F","Male",0,0,1,0,0
55,"0","M","Female",0,1,0,1,0
26,"1","F","Male",0,0,0,1,1
30,"1","F","Male",8,1,1,0,0
29,"1","M","Female",10,214,1,0,0
59,"1","F","Male",13,1,1,0,0
25,"0","F","Male",1,9,0,0,0
45,"1","F","Male",7,0,1,1,0
25,"0","F","Male",2,10,0,0,1
26,"0","M","Female",0,0,0,1,1
32,"1","F","Male",1,79,1,0,0
51,"0","F","Female",0,2,0,1,1
44,"0","F","Male",1,79,0,1,0
21,"0","M","Female",0,0,1,1,1
32,"1","M","Male",13,38,1,0,1
32,"1","F","Male",9,23,1,1,1
57,"0","M","Male",1,1,0,1,0
34,"0","F","Female",6,0,1,1,0
30,"0","F","Male",1,0,0,1,0
21,"0","F","Female",2,12,0,0,1
23,"1","M","Male",1,242,1,0,1
21,"1","F","Male",1,49,1,1,0
40,"1","M","Male",20,0,1,0,0
26,"1","M","Male",9,1,1,0,1
55,"1","F","Male",21,85,1,1,1
23,"0","M","Male",3,6,1,1,0
33,"0","M","Male",5,1,0,1,0
57,"1","M","Male",0,3,1,0,0
23,"0","F","Male",0,0,1,1,1
36,"1","F","Male",21,33,1,1,0
24,"0","F","Female",2,2,1,1,1
45,"0","M","Male",0,1,1,1,1
27,"0","F","Male",1,0,0,1,1
28,"1","F","Female",3,1,1,1,1
52,"0","F","Male",1,1,0,0,0
36,"1","F","Male",4,1,1,0,1
23,"0","M","Male",0,0,0,0,0
24,"0","M","Male",0,0,1,0,0
52,"0","F","Male",0,1,1,1,1
50,"1","M","Male",0,14,0,0,1
29,"1","F","Female",1,25,0,0,1
28,"1","F","Female",12,1,1,0,0
22,"0","M","Male",0,17,0,1,1
28,"1","M","Male",14,20,1,1,0
23,"0","M","Male",0,1,0,0,0
66,"0","M","Male",0,1,0,1,0
28,"1","F","Male",2,1,1,0,1
25,"0","F","Male",0,1,0,1,0
32,"0","F","Male",0,1,1,1,1
30,"0","M","Male",0,0,0,1,1
60,"0","F","Male",2,7,0,0,0
28,"1","F","Male",8,19,1,0,1
31,"0","M","Male",0,1,0,0,1
30,"1","F","Male",1,0,1,0,1
23,"0","M","Male",3,6,1,1,0
23,"0","F","Male",0,1,1,0,1
26,"0","M","Male",3,0,0,0,0
25,"0","F","Male",0,0,0,1,0
32,"1","M","Male",0,1,0,1,1
24,"0","F","Male",2,9,0,0,0
26,"0","F","Male",5,0,1,0,1
66,"1","F","Male",1,1,0,0,1
35,"0","M","Male",0,3,0,1,1
37,"0","M","Male",12,52,1,0,0
39,"1","F","Male",0,0,0,0,0
27,"0","F","Female",3,206,1,1,0
41,"0","M","Male",0,1,1,0,0
72,"0","F","Male",3,2,0,0,1
40,"1","F","Male",0,1,0,1,0
25,"0","F","Male",2,26,1,1,1
31,"1","M","Male",8,3,1,0,0
44,"0","F","Male",0,0,0,1,0
27,"1","F","Male",8,29,1,1,0
20,"1","F","Male",0,0,0,1,1
33,"1","F","Male",0,0,0,1,0
41,"0","M","Male",0,1,1,0,0
28,"1","M","Male",0,-1,0,0,1
52,"0","M","Male",0,0,1,0,0
36,"0","M","Male",1,0,0,0,0
23,"0","F","Male",0,3,1,1,1
45,"1","F","Female",13,5,0,0,1
42,"0","F","Female",0,1,0,0,1
26,"0","M","Male",0,28,1,1,1
57,"0","M","Male",1,0,0,1,0
37,"0","F","Male",7,14,1,1,1
24,"1","F","Male",0,0,1,0,1
30,"1","F","Male",15,1,1,1,0
29,"1","M","Male",7,0,1,0,1
59,"0","M","Male",1,-1,0,1,0
69,"0","F","Male",0,0,0,1,1
28,"1","F","Male",9,1,1,1,0
29,"1","F","Male",4,1,1,0,0
24,"0","M","Male",0,3,1,1,1
45,"0","M","Female",2,1,0,1,1
37,"0","F","Male",7,1,1,0,0
25,"1","F","Male",1,1,1,0,0
35,"0","F","Male",2,3,1,0,1
21,"0","F","Female",1,3,1,1,0
22,"1","F","Male",13,7,1,1,1
39,"1","F","Male",3,34,1,1,0
21,"1","M","Female",0,0,1,1,1
52,"0","F","Female",1,3,0,1,0
21,"1","M","Male",1,0,1,0,0
63,"0","M","Male",3,220,1,0,1
42,"1","F","Male",25,117,1,0,1
39,"0","M","Female",1,0,0,0,0
26,"0","F","Male",0,1,0,0,1
44,"1","M","Female",2,0,0,0,1
51,"0","F","Male",7,2,1,0,0
