"Gender","ForeignWorker","Single","Age","LoanDuration","LoanAmount","LoanRateAsPercentOfIncome","YearsAtCurrentHome","NumberOfOtherLoansAtBank","NumberOfLiableIndividuals","HasTelephone","MissedPayments","NoCurrentLoan","CriticalAccountOrLoansElsewhere","OtherLoansAtBank","OtherLoansAtStore","HasCoapplicant","HasGuarantor","OwnsHouse","RentsHouse","Unemployed","JobClassIsSkilled","CheckingAccountBalance","SavingsAccountBalance","YearsAtCurrentJob"
"0","0","0",28,18,1079,4,2,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",26,30,1407,3,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",47,18,1217,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"0","0","1",41,24,2319,4,4,2,1,"0","1","0","1","1","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","1","0",40,6,1645,4,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",23,12,1309,2,4,1,1,"0","1","0","1","0","0","0","0","0","0","0","0","geq_0_lt_200","geq_500","geq_1_lt_4"
"0","0","0",75,13,672,4,4,1,1,"1","1","0","0","1","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",41,48,1063,2,2,2,1,"1","1","0","0","0","0","0","0","0","0","0","1","geq_200","geq_100_lt_500","geq_1_lt_4"
"1","0","1",22,24,4179,4,3,1,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",31,24,3161,4,2,1,1,"1","1","1","0","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",29,36,7166,2,2,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","geq_200","geq_100_lt_500","geq_1_lt_4"
"1","0","1",36,16,1471,4,3,1,1,"1","1","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",41,42,5954,2,1,2,1,"0","1","0","1","1","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",35,18,3104,3,4,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",61,24,3152,4,2,1,2,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",30,24,2522,2,4,1,2,"0","1","0","0","1","0","0","0","1","1","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",33,24,1951,1,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"0","0","0",30,12,1760,2,2,1,1,"0","1","0","0","1","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"0","0","0",26,6,448,4,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","0",32,9,1136,4,3,2,1,"0","1","0","1","0","0","0","0","0","1","0","1","lt_0","geq_500","geq_4"
"0","0","0",28,13,2631,4,4,2,1,"0","1","0","0","0","0","0","0","0","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"0","1","0",43,48,2374,1,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",47,30,3682,2,2,1,1,"0","1","0","1","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_4"
"1","0","1",27,48,1804,2,4,1,1,"0","0","0","1","0","0","0","0","0","0","0","1","geq_0_lt_200","geq_100_lt_500","lt_1"
"0","0","0",28,12,767,4,2,1,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",58,18,1445,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",38,20,2028,3,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_4"
"1","0","1",29,36,4971,2,3,1,1,"0","0","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",27,21,6361,2,1,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",33,12,727,4,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"0","0","0",42,24,9436,2,2,1,2,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"0","0","0",20,20,2043,3,4,1,1,"0","1","0","0","0","0","1","0","0","1","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",25,30,1919,4,2,2,1,"1","0","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","lt_1"
"1","0","1",52,25,6967,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",27,12,661,3,2,1,2,"0","0","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",27,15,2320,2,4,1,1,"0","1","0","0","0","0","0","0","0","1","0","0","lt_0","lt_100","geq_4"
"1","0","1",33,12,752,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",63,52,8386,2,3,1,1,"0","1","0","1","0","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",27,9,1956,3,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",44,27,1594,4,3,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_4"
"1","0","1",57,30,1264,4,4,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",32,36,15653,2,4,2,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",40,12,1316,1,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"1","0","1",29,9,1552,1,1,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"1","0","1",37,24,1501,4,3,2,2,"0","1","0","1","0","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_4"
"1","0","1",23,36,5027,4,1,1,1,"1","0","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",26,12,1940,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",53,16,1262,2,4,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","0","0",28,6,484,3,3,1,1,"0","1","0","0","0","0","0","1","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"0","0","0",27,30,1237,4,3,3,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",63,36,4463,4,3,2,1,"1","0","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",28,13,2606,4,1,1,1,"0","1","0","1","0","0","0","0","1","1","0","1","lt_0","lt_100","lt_1"
"1","0","0",27,12,4139,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"1","0","1",26,24,3617,4,2,1,1,"1","0","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",23,36,4738,3,2,2,1,"0","0","0","0","1","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",55,6,483,1,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_4"
"0","0","0",26,6,1473,3,2,1,1,"0","0","0","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","1","0",31,10,1161,3,3,1,2,"0","1","0","0","0","0","0","0","1","1","0","0","lt_0","lt_100","geq_4"
"0","0","0",25,24,3031,4,4,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","geq_100_lt_500","lt_1"
"1","0","1",25,21,2991,4,2,2,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",43,24,4102,4,3,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","0",41,19,3357,4,3,1,1,"1","1","0","0","1","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",26,24,1311,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_0_lt_200","lt_100","geq_4"
"1","0","1",33,24,2161,4,3,1,1,"1","1","1","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",46,11,3195,1,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",63,17,1010,4,4,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",47,12,1436,4,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",31,20,6148,1,2,2,1,"1","1","0","0","1","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","1","1",26,9,2275,1,2,1,1,"1","0","0","0","0","0","0","0","0","1","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",49,12,2096,3,3,2,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","0","0",43,11,1501,4,4,2,1,"1","1","0","0","1","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","0",22,12,1858,4,1,1,1,"0","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","lt_1"
"1","0","0",36,12,1882,1,4,1,2,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","geq_500","geq_1_lt_4"
"0","0","0",26,60,7408,3,2,1,1,"0","1","0","0","0","0","0","0","1","1","0","0","geq_0_lt_200","geq_100_lt_500","lt_1"
"1","0","1",41,19,2063,4,2,2,2,"0","0","0","0","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"0","0","0",25,12,2762,3,3,1,1,"1","0","0","0","0","0","0","0","1","0","1","1","geq_0_lt_200","geq_100_lt_500","geq_4"
"1","0","0",53,23,1967,1,4,2,1,"1","0","0","0","0","0","0","0","0","0","1","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","0",27,9,1401,1,1,2,1,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_100_lt_500","geq_1_lt_4"
"1","0","1",42,27,5493,2,4,1,2,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",22,12,1331,2,1,1,1,"0","1","0","0","0","0","0","0","1","1","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",58,39,15945,2,4,1,1,"1","1","0","0","0","0","0","0","0","1","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","0",46,7,1382,1,2,2,1,"1","1","0","1","0","0","0","0","0","1","0","1","lt_0","lt_100","geq_4"
"1","0","1",39,17,7253,2,2,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_4"
"0","0","0",24,12,1724,4,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_500","lt_1"
"1","0","1",34,15,4439,4,2,1,2,"0","1","1","0","1","0","0","0","1","0","0","0","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"1","0","1",24,48,6758,3,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_100_lt_500","geq_1_lt_4"
"1","0","0",44,32,9572,1,4,2,1,"1","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","lt_1"
"1","0","1",36,24,2781,3,4,1,1,"1","1","0","0","1","0","0","0","1","0","0","1","geq_0_lt_200","geq_500","lt_1"
"0","0","0",22,12,836,2,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","0",32,15,1240,4,3,1,1,"1","0","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","1",31,18,2775,2,3,2,1,"0","1","0","1","1","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",31,24,3048,1,2,1,1,"1","1","0","0","0","0","0","1","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",24,9,458,3,2,1,1,"0","1","0","0","1","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"0","0","1",24,28,4476,2,3,1,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",37,12,722,3,3,1,2,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"0","0","1",63,12,13756,2,4,2,1,"0","1","0","1","1","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",28,12,1364,2,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",25,9,2930,1,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_500","geq_1_lt_4"
"1","0","0",28,18,2993,4,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","0","1",30,21,2743,3,4,2,2,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",30,12,4221,2,3,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",63,12,1655,4,4,1,1,"1","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"0","0","1",23,36,7127,4,4,2,1,"1","1","0","1","0","0","1","0","0","0","0","0","lt_0","lt_100","geq_4"
"1","0","1",22,24,3149,4,1,1,1,"0","1","0","0","1","0","0","0","0","0","0","1","geq_0_lt_200","geq_100_lt_500","lt_1"
"1","0","1",34,18,2031,4,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"0","0","1",36,6,1486,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"1","0","1",50,15,4592,3,2,1,1,"1","1","0","0","0","0","0","0","1","1","0","1","lt_0","geq_100_lt_500","lt_1"
"1","0","1",32,12,1861,2,4,2,2,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","0","1",43,15,1195,4,3,1,2,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",32,36,6989,2,1,1,2,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","geq_500","lt_1"
"1","0","0",23,20,3591,4,4,2,1,"0","1","0","0","0","0","0","0","0","0","0","0","geq_0_lt_200","lt_100","lt_1"
"1","0","1",52,12,2171,2,4,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",47,18,3933,3,4,1,2,"1","1","0","1","0","0","0","0","0","0","0","1","lt_0","geq_100_lt_500","geq_4"
"1","0","0",49,21,3062,2,2,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",47,14,2326,2,2,1,1,"0","1","0","0","1","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",23,26,6187,2,4,2,1,"0","1","0","1","0","0","0","0","0","1","0","1","lt_0","geq_500","geq_4"
"1","0","1",37,15,6879,2,2,1,1,"1","1","0","1","0","0","0","0","0","1","0","1","geq_200","lt_100","geq_4"
"1","0","1",48,12,791,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","geq_200","lt_100","geq_1_lt_4"
"1","0","1",40,12,3382,4,4,2,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",30,12,1596,2,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"1","0","1",32,12,3976,4,4,1,1,"1","1","0","0","0","0","0","0","0","1","0","1","lt_0","lt_100","lt_1"
"0","0","0",25,42,4282,4,4,2,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","lt_1"
"0","1","0",38,12,682,3,3,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","1",27,15,763,4,1,1,1,"0","1","0","0","0","0","0","0","1","0","1","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",37,24,1582,4,4,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"0","0","0",21,24,2996,2,4,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",31,36,4473,2,2,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_200","geq_100_lt_500","geq_4"
"0","0","0",25,18,9922,3,3,1,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","0",63,24,1590,4,4,2,2,"0","1","0","1","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"1","0","1",33,15,1936,4,4,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","lt_1"
"0","0","0",26,24,645,4,4,1,1,"1","0","0","0","1","0","0","0","1","1","0","1","lt_0","lt_100","lt_1"
"0","0","0",31,36,9566,2,4,2,1,"0","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",28,12,776,4,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",33,48,1376,2,2,2,1,"1","1","1","1","0","0","0","0","0","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","0",24,48,8487,1,2,1,1,"0","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_4"
"1","0","1",34,21,2764,2,1,2,1,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",30,36,1885,4,3,1,2,"0","1","0","0","0","0","0","0","1","0","0","1","lt_0","geq_100_lt_500","geq_1_lt_4"
"0","0","1",50,24,6748,3,2,2,1,"1","1","0","1","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"0","0","1",36,24,2476,4,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_4"
"1","0","0",26,8,2415,2,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",32,6,2978,1,2,2,1,"1","1","0","1","0","0","0","0","1","0","0","0","lt_0","geq_500","geq_1_lt_4"
"0","0","0",26,12,2679,4,1,1,1,"1","1","0","0","0","0","0","0","1","0","0","1","lt_0","lt_100","lt_1"
"0","1","0",22,24,3632,1,3,2,2,"0","1","1","0","1","0","0","1","0","1","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",27,12,1108,4,3,1,1,"0","1","0","0","0","0","0","0","1","0","0","0","lt_0","lt_100","geq_4"
"0","0","1",40,11,7472,1,2,2,2,"0","1","0","0","0","0","0","0","1","0","1","0","lt_0","lt_100","geq_1_lt_4"
"0","0","0",28,12,2044,3,2,1,1,"0","1","1","0","0","0","0","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","1",40,12,966,4,4,1,1,"1","0","0","0","0","0","0","0","1","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",28,24,3921,4,2,2,1,"1","1","0","1","0","0","0","0","1","1","0","1","lt_0","lt_100","geq_4"
"1","0","1",26,13,4171,1,2,2,1,"0","1","0","0","1","0","1","0","1","0","0","1","lt_0","lt_100","geq_1_lt_4"
"1","0","0",57,12,1264,4,4,1,1,"0","1","0","1","0","0","0","0","0","1","0","0","lt_0","lt_100","geq_1_lt_4"
"1","0","1",34,15,1569,4,4,1,2,"0","1","1","0","1","0","0","0","1","0","0","0","lt_0","geq_100_lt_500","geq_4"
"0","0","0",26,15,3515,1,2,1,1,"1","1","0","0","0","0","0","0","1","0","0","0","geq_200","lt_100","lt_1"
"1","0","0",31,21,3108,2,4,1,1,"0","1","0","0","0","0","0","0","0","0","0","1","lt_0","lt_100","lt_1"
"0","0","0",37,18,3792,3,4,1,1,"1","1","0","0","0","0","0","0","0","0","0","1","geq_0_lt_200","lt_100","geq_1_lt_4"
"1","0","1",63,15,781,4,4,2,1,"1","1","0","1","0","0","0","0","0","0","0","1","geq_200","lt_100","geq_4"
