age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two
24,0,F,Male,1,1,1,0,0
34,0,F,Male,2,1,0,1,0
54,1,M,Male,6,-1,1,0,1
33,0,M,Female,1,2,0,0,0
62,0,F,Male,4,3,0,0,1
57,0,F,Male,6,0,1,1,0
22,1,F,Male,1,3,1,0,0
38,0,M,Female,6,1,0,0,0
44,1,F,Male,0,-1,1,1,1
29,1,F,Male,6,0,1,1,1
38,0,F,Male,4,1,1,1,1
59,0,F,Male,0,6,0,1,0
32,0,F,Male,8,0,1,0,1
38,0,F,Male,0,1,1,0,1
26,0,M,Male,0,1,0,0,0
26,0,F,Male,2,2,0,1,0
28,1,F,Male,8,0,1,1,1
43,0,F,Male,3,1,1,0,1
33,0,F,Male,3,1,0,0,0
54,0,M,Male,0,1,0,0,0
37,0,F,Male,9,0,1,1,0
51,1,F,Male,9,-1,0,1,0
20,1,F,Male,1,1,0,0,0
29,1,F,Male,1,115,0,0,0
21,0,F,Male,8,1,1,0,0
25,1,F,Male,0,1,0,0,1
24,1,F,Female,6,1,0,0,0
23,0,M,Female,0,2,0,0,0
63,0,M,Female,1,2,0,1,0
55,0,F,Male,1,1,0,0,1
25,1,F,Female,0,14,0,1,0
23,1,F,Male,1,1,0,1,0
21,1,M,Male,0,1,1,1,1
27,1,F,Male,11,1,1,0,0
38,1,F,Male,3,-1,1,0,0
33,0,M,Male,2,43,1,1,0
27,0,F,Male,6,9,1,0,1
23,1,M,Male,4,27,0,1,0
33,0,M,Female,0,0,1,1,1
25,1,M,Male,10,1,0,0,0
34,0,M,Male,0,0,1,0,1
35,0,M,Female,5,35,0,0,0
39,0,F,Male,0,6,0,0,0
47,0,M,Female,0,1,0,0,1
31,1,F,Female,0,1,0,0,1
35,1,M,Male,2,2,1,1,0
30,0,F,Female,2,1,1,0,1
25,0,F,Female,0,1,1,1,0
28,0,F,Male,1,1,1,1,0
29,0,F,Male,1,1,1,1,0
19,1,M,Male,3,120,1,1,0
66,0,F,Male,1,2,0,1,1
22,0,M,Male,1,2,0,0,0
26,0,M,Male,1,3,0,0,0
36,1,F,Male,2,34,1,0,1
39,0,F,Male,8,0,0,1,1
29,1,M,Male,12,0,0,0,0
25,0,M,Male,2,2,1,1,1
22,1,F,Male,3,32,0,1,0
21,1,F,Male,0,33,0,1,1
23,0,M,Female,0,9,0,1,1
24,0,M,Male,2,2,0,0,0
22,0,F,Male,2,1,1,0,1
29,1,F,Male,1,127,0,0,1
29,1,M,Male,0,2,0,0,1
25,1,F,Male,0,32,1,0,0
45,1,F,Male,5,0,1,0,1
43,0,F,Female,1,2,1,1,0
21,1,F,Male,0,3,1,1,0
24,0,M,Male,1,145,1,1,0
45,0,M,Female,3,22,1,0,1
64,0,M,Male,12,19,0,1,0
70,1,M,Male,0,37,0,1,0
31,0,F,Male,1,1,1,1,1
26,0,M,Male,3,27,1,0,0
26,0,M,Male,0,1,0,0,0
30,1,F,Male,5,0,1,1,0
40,0,M,Male,2,8,0,0,0
24,1,M,Female,0,19,1,1,1
52,0,M,Female,13,29,0,1,0
23,1,M,Male,1,107,0,0,1
24,0,M,Male,0,0,0,0,0
59,0,F,Male,15,7,0,1,1
24,0,F,Male,0,0,1,1,1
22,0,F,Male,1,1,1,0,0
19,1,M,Male,3,1,0,0,1
79,0,M,Male,1,1,0,1,0
28,0,M,Female,2,1,1,1,1
30,1,F,Female,6,4,1,1,1
56,0,F,Male,5,0,1,0,0
19,0,M,Male,1,3,1,0,1
24,1,F,Male,7,1,0,0,0
20,1,F,Male,5,12,0,1,0
29,1,M,Male,3,27,0,0,1
53,0,F,Male,18,19,0,1,1
50,0,F,Male,0,1,1,0,1
64,0,M,Male,1,5,0,0,0
27,1,F,Male,11,43,0,1,0
34,0,M,Male,1,0,1,1,0
55,0,F,Male,7,0,1,1,1
57,1,F,Male,7,0,1,1,0
20,0,F,Male,0,1,0,0,1
17,1,M,Male,1,1,1,0,1
28,1,M,Male,16,1,1,1,1
44,0,F,Male,9,0,1,0,1
37,0,F,Male,0,15,1,1,1
18,1,F,Male,3,1,0,1,0
24,1,M,Male,6,0,0,0,1
39,0,M,Female,2,4,1,0,1
23,0,F,Male,0,10,1,1,0
33,0,M,Male,1,2,0,0,0
28,1,F,Male,2,20,0,0,0
54,1,M,Male,13,24,0,0,0
36,0,M,Male,1,7,1,1,1
30,0,M,Female,1,2,0,0,0
26,0,F,Male,3,143,1,0,1
29,0,M,Male,1,1,1,0,1
33,1,F,Male,1,1,0,0,0
19,1,F,Female,7,231,1,0,0
61,0,M,Female,0,4,0,0,1
37,1,F,Male,0,6,0,1,0
24,0,F,Male,1,0,0,1,0
40,0,M,Female,0,0,0,1,0
19,0,M,Male,0,2,1,1,0
36,1,M,Male,2,38,0,1,1
42,1,F,Male,7,1,0,0,0
18,0,M,Male,1,2,0,0,0
32,1,M,Male,1,9,1,0,1
65,1,M,Male,2,1,0,0,1
33,0,F,Male,0,0,0,1,0
19,0,F,Male,15,1,1,0,0
50,1,F,Male,4,4,1,0,0
30,1,F,Male,8,-1,0,1,1
44,0,F,Male,8,8,1,0,1
66,1,F,Male,19,-1,1,1,1
43,1,F,Male,4,-1,1,0,0
37,0,F,Male,1,1,0,1,1
33,1,F,Male,13,0,0,0,0
75,0,M,Male,10,31,1,1,0
61,0,F,Male,1,-1,0,0,0
29,1,M,Female,0,0,0,0,0
28,1,M,Female,5,2,0,0,1
22,1,F,Male,1,2,1,0,0
22,1,F,Male,1,1,0,0,0
39,0,F,Male,0,1,1,1,0
59,0,M,Male,0,2,0,1,0
45,1,M,Male,18,-2,0,0,1
62,0,F,Male,7,0,0,1,1
55,0,F,Male,1,-1,0,0,1
24,0,F,Male,0,1,1,0,1
26,1,F,Male,2,1,1,0,1
55,0,F,Male,0,1,0,0,1
43,1,M,Male,4,1,0,1,0
31,1,M,Male,0,0,0,0,0
21,1,F,Male,12,129,1,0,1
31,1,F,Male,5,22,0,1,1
41,0,F,Male,8,1,1,0,1
23,1,F,Male,3,32,1,1,1
36,0,F,Male,3,4,1,1,1
23,0,F,Male,1,2,1,0,1
52,0,F,Male,7,5,1,1,1
21,0,M,Male,0,1,0,1,1
26,0,M,Male,2,2,0,1,1
21,0,F,Male,0,3,1,0,0
21,1,F,Male,2,2,1,1,0
33,0,M,Female,5,2,1,0,1
26,0,M,Female,0,1,1,0,1
25,0,F,Male,1,1,0,0,0
71,0,F,Male,3,7,0,0,1
19,1,F,Male,14,0,1,0,0
51,1,F,Male,3,0,1,0,1
48,0,M,Female,0,1,1,1,0
29,1,M,Male,4,9,0,0,0
21,1,F,Male,8,29,1,0,1
17,1,M,Male,2,1,1,0,1
22,0,M,Male,0,1,0,0,0
27,0,F,Male,0,0,1,0,1
19,1,F,Male,2,2,1,0,1
38,1,F,Male,2,1,1,0,1
55,0,M,Male,3,0,1,0,0
28,0,F,Male,0,1,1,1,0
20,0,M,Male,1,2,1,1,1
32,1,M,Male,0,1,0,1,1
37,0,F,Male,5,8,0,1,0
25,0,M,Male,1,7,0,0,0
24,1,F,Male,0,33,1,0,0
42,1,F,Male,11,0,1,1,1
36,0,M,Male,2,2,0,1,1
37,0,F,Female,8,0,0,1,1
37,0,M,Male,4,55,1,1,0
27,0,F,Female,7,0,1,0,0
33,1,M,Male,0,45,0,1,1
67,0,F,Female,2,0,1,1,0
40,0,F,Female,0,30,0,0,1
51,1,F,Male,8,0,1,1,1
60,0,F,Female,7,0,1,0,0
28,0,M,Female,0,33,1,0,0
35,0,M,Female,1,2,1,0,0
22,0,F,Male,0,1,1,1,1
20,1,M,Male,1,3,1,1,0
24,0,F,Male,0,1,1,1,1
57,0,M,Male,3,6,0,1,1
35,0,F,Male,1,1,1,1,0
31,0,M,Female,0,2,1,1,0
38,0,F,Male,1,1,1,1,0
27,0,M,Female,1,3,1,1,1
64,0,M,Male,0,0,1,1,1
21,0,F,Male,0,29,1,1,1
20,1,F,Male,1,115,1,0,0
54,1,F,Male,12,9,1,1,1
24,0,F,Male,2,106,1,1,1
56,0,M,Male,7,0,0,0,1
22,0,M,Female,0,1,0,0,0
43,0,M,Female,0,0,0,0,1
49,0,M,Male,2,1,0,0,0
31,0,M,Female,0,36,1,1,1
53,0,F,Male,7,2,0,1,0
29,0,M,Female,0,2,0,1,0
27,0,F,Male,3,114,1,0,1
31,1,F,Female,1,1,1,1,0
55,0,M,Male,4,1,0,0,0
59,0,M,Male,0,1,0,0,1
52,0,F,Male,0,0,0,1,1
36,1,F,Male,0,7,0,0,0
21,0,M,Male,1,2,1,0,1
35,0,F,Male,0,1,1,0,0
59,1,F,Male,12,0,0,1,1
64,1,M,Male,3,9,0,0,0
56,0,F,Female,4,63,1,0,0
25,1,M,Female,0,1,1,1,0
30,1,M,Male,12,3,0,0,1
22,0,F,Male,1,2,0,0,1
18,1,M,Female,1,3,1,0,0
49,0,F,Male,8,7,1,1,1
27,0,F,Male,3,206,1,1,1
27,0,F,Female,6,2,0,1,1
32,1,F,Male,11,0,1,1,1
58,0,F,Female,0,1,0,1,0
30,1,F,Male,5,1,0,1,0
27,0,M,Male,2,21,1,1,1
58,0,M,Male,2,3,0,1,0
37,1,F,Male,2,0,0,0,1
80,1,M,Female,0,0,0,0,1
25,1,M,Male,5,1,0,1,1
37,0,F,Female,0,2,0,0,1
70,0,F,Female,18,-10,1,1,1
60,0,F,Male,3,1,1,0,1
22,1,F,Male,8,27,0,0,1
57,0,M,Male,3,0,0,0,1
19,0,M,Male,5,2,1,0,1
21,1,F,Male,1,0,1,0,1
22,0,F,Male,7,0,1,0,0
49,1,F,Male,12,0,1,0,1
66,0,F,Male,7,99,1,0,1
19,1,F,Female,7,1,1,1,1
33,0,M,Female,0,0,0,1,0
25,0,F,Male,5,2,1,0,1
54,1,F,Male,1,2,0,0,0
40,0,M,Female,0,2,0,1,0
19,1,M,Male,1,2,0,1,0
25,1,M,Male,2,19,0,0,1
49,0,F,Male,1,1,1,0,0
21,0,M,Male,0,2,1,0,1
26,0,F,Male,3,228,1,0,1
43,0,F,Male,7,0,1,0,1
30,1,F,Male,2,0,1,1,1
31,0,F,Male,10,0,1,1,0
23,0,M,Male,2,3,1,0,1
58,1,M,Male,14,1,1,1,1
26,1,M,Female,7,16,1,0,0
26,0,F,Male,1,1,0,0,1
28,1,M,Female,0,1,1,0,1
32,1,M,Male,2,38,1,1,1
20,1,F,Male,5,9,1,0,0
29,0,F,Female,3,6,0,0,0
60,0,M,Female,13,-1,1,1,1
51,0,M,Female,0,36,0,0,1
21,1,F,Male,3,334,1,1,0
33,0,M,Female,0,10,1,1,1
21,1,F,Male,11,0,1,0,1
17,1,F,Male,9,2,1,0,1
29,0,M,Female,0,0,1,0,1
20,1,F,Male,5,1,1,1,1
27,0,M,Male,1,1,1,0,0
23,0,F,Male,2,1,0,0,0
24,1,F,Male,9,0,1,0,1
22,1,F,Female,0,1,1,0,0
29,0,F,Male,3,0,1,0,0
35,0,M,Male,0,2,1,1,1
19,1,F,Male,0,0,1,0,1
20,1,M,Male,0,2,0,1,0
25,1,M,Female,5,2,0,0,1
21,0,M,Male,0,1,0,1,0
28,0,M,Male,13,1,1,1,0
31,0,F,Male,7,1,0,0,1
59,1,F,Female,6,5,0,1,0
33,0,F,Male,3,2,0,0,1
23,1,F,Male,1,8,1,1,0
33,1,F,Female,6,7,1,1,0
38,0,F,Male,0,16,1,1,1
19,0,F,Male,0,2,1,0,1
27,1,F,Male,4,35,1,0,1
38,0,M,Male,0,0,1,1,1
19,1,F,Female,13,2,1,1,0
27,0,F,Male,1,1,0,0,0
50,0,M,Male,0,2,0,0,0
25,0,M,Male,0,1,1,0,1
31,1,F,Male,3,20,1,0,0
53,0,M,Male,0,2,0,0,1
27,0,M,Male,1,2,1,1,0
21,0,M,Male,1,12,1,1,0
41,0,F,Male,0,1,0,1,1
35,1,M,Male,0,1,0,0,0
72,0,F,Male,15,-1,0,1,1
30,0,M,Female,0,0,0,0,1
30,1,F,Female,0,1,0,1,1
59,0,F,Male,0,1,1,1,0
65,0,F,Female,8,1,1,0,1
30,1,F,Male,3,93,1,0,0
21,1,F,Female,1,1,0,0,0
65,0,M,Male,0,1,1,0,1
54,1,M,Female,2,1,1,1,0
38,0,F,Male,8,4,1,0,0
22,1,M,Male,0,5,0,0,0
29,0,M,Male,0,0,0,1,1
57,0,M,Male,1,0,1,1,1
50,1,F,Male,18,40,0,1,1
32,0,F,Male,0,10,0,0,1
20,1,F,Female,0,2,1,1,0
40,0,F,Male,1,6,1,1,0
70,0,M,Female,0,-1,1,1,1
28,0,M,Male,1,1,1,1,0
50,0,M,Female,0,2,0,0,1
31,1,M,Male,0,8,1,1,0
69,1,F,Male,6,2,1,0,1
21,1,F,Male,5,10,1,1,1
41,1,F,Male,8,-1,0,0,0
44,0,M,Male,1,1,1,0,0
28,0,M,Female,0,2,1,1,0
24,1,F,Male,0,0,0,0,1
44,1,M,Female,0,2,1,0,0
30,0,M,Male,0,2,1,0,1
40,0,M,Male,0,2,0,1,0
47,0,M,Male,0,0,1,1,0
34,1,M,Male,3,100,1,1,0
32,0,F,Male,3,17,1,0,1
30,0,M,Male,0,2,1,0,1
57,0,F,Female,3,1,0,0,1
55,0,M,Female,0,0,0,1,0
37,0,F,Male,5,0,0,1,0
43,0,M,Male,1,0,1,0,0
17,0,F,Male,1,3,1,0,1
56,0,M,Male,0,0,0,1,0
21,1,F,Male,13,0,1,1,0
30,1,F,Male,9,27,1,0,0
25,0,F,Male,0,2,1,1,0
32,1,F,Female,2,0,1,0,1
43,0,F,Male,3,153,1,0,0
19,1,F,Female,1,2,1,0,0
29,0,F,Male,11,1,1,1,0
21,1,M,Male,0,1,1,0,1
67,0,F,Female,1,32,0,1,0
25,0,F,Male,0,1,1,0,1
27,1,F,Male,6,2,0,0,0
32,0,F,Male,1,1,0,1,0
42,0,M,Male,0,0,0,1,0
62,0,F,Male,3,23,1,1,1
20,1,M,Male,6,1,0,1,0
46,1,F,Male,6,15,1,0,0
23,0,F,Male,0,25,1,1,1
58,0,M,Male,11,87,1,1,0
29,0,M,Male,0,1,0,1,1
52,0,M,Female,2,2,1,1,0
29,1,M,Male,0,0,0,0,1
19,0,M,Female,2,3,0,0,0
63,0,M,Female,3,1,0,0,1
32,1,M,Male,2,45,0,0,1
42,1,M,Male,8,0,0,0,1
24,1,M,Female,4,4,0,0,0
42,0,M,Male,1,0,0,0,1
54,1,F,Male,3,18,1,0,1
42,0,F,Male,0,2,1,1,0
45,0,M,Male,2,2,0,1,0
36,0,F,Female,0,2,0,0,0
55,0,F,Male,0,24,1,1,1
28,0,M,Male,0,0,0,1,0
38,0,M,Female,0,7,1,1,0
49,0,F,Male,0,11,1,0,1
17,0,F,Male,1,2,1,0,0
36,0,F,Male,1,1,1,0,1
20,1,M,Male,0,0,0,0,0
20,0,M,Male,1,1,1,0,1
22,0,F,Male,0,8,1,0,0
26,0,M,Male,2,2,0,1,0
32,0,F,Male,10,-1,0,0,0
36,1,F,Female,0,2,0,1,0
21,1,M,Male,3,0,1,0,0
38,1,M,Female,0,7,1,1,0
55,1,M,Male,1,1,0,0,0
29,0,F,Male,3,181,0,0,1
47,0,F,Female,0,0,1,1,0
51,0,F,Male,1,73,1,1,0
25,0,M,Male,0,1,1,1,1
42,0,M,Female,0,1,0,0,0
61,0,F,Male,6,3,1,1,0
26,0,M,Female,1,1,0,1,1
54,0,M,Male,0,2,1,0,1
54,0,F,Male,7,0,1,0,1
27,1,M,Male,7,1,1,1,1
23,0,F,Male,1,1,1,0,1
63,0,F,Male,0,-1,0,0,1
26,1,M,Female,0,1,0,0,1
50,1,M,Male,0,1,0,0,1
26,1,M,Male,12,1,1,1,1
46,1,F,Male,5,17,1,1,1
43,1,M,Male,0,0,1,0,1
46,0,M,Female,6,2,0,0,1
23,0,F,Female,0,3,0,1,1
52,1,F,Male,11,-1,1,1,1
35,0,M,Male,1,1,1,0,0
25,0,M,Male,5,2,1,1,1
25,0,M,Male,0,0,1,0,0
27,0,F,Male,7,2,1,0,1
30,0,F,Male,3,1,1,0,1
32,1,M,Male,2,2,0,1,0
21,1,M,Male,0,2,1,1,0
23,1,M,Male,5,1,1,0,0
23,0,F,Male,2,1,1,0,1
19,1,F,Male,9,1,1,0,1
23,0,F,Male,7,3,0,1,1
60,0,F,Male,14,-2,1,1,1
35,0,F,Male,7,0,0,0,0
37,0,F,Male,0,2,1,1,1
31,0,M,Male,5,1,0,0,1
22,1,F,Male,0,1,1,0,0
59,0,F,Female,0,10,0,1,0
30,0,M,Male,0,0,1,1,1
51,1,F,Female,7,426,1,1,0
26,1,F,Male,12,56,1,1,0
18,0,F,Female,1,2,0,1,0
38,0,M,Female,3,2,1,1,1
20,0,F,Male,1,1,1,1,0
22,0,F,Male,7,1,1,1,0
52,1,F,Male,7,6,0,1,0
51,0,M,Male,0,1,1,1,0
62,0,F,Male,7,4,0,0,1
26,1,F,Male,1,2,1,1,0
26,0,F,Male,0,2,0,0,0
29,1,F,Male,10,1,0,0,0
24,0,F,Male,0,1,1,1,0
23,0,F,Male,1,38,1,1,1
49,0,M,Male,0,3,0,0,0
42,0,F,Male,0,11,0,0,0
68,0,M,Male,0,23,0,1,1
53,0,F,Male,10,1,1,0,1
40,0,F,Male,5,-1,1,1,1
64,1,M,Male,12,-1,1,1,0
22,1,F,Female,4,15,1,1,1
63,0,M,Female,7,24,0,0,0
19,1,F,Female,2,3,1,1,1
27,0,M,Male,0,1,0,1,0
62,0,F,Male,2,0,0,1,1
19,0,M,Male,1,1,0,1,1
34,0,M,Male,5,0,1,1,1
33,1,M,Female,0,2,0,0,0
67,1,M,Male,1,57,0,1,0
24,1,F,Male,1,32,1,1,0
28,0,F,Male,0,6,1,1,0
30,0,F,Male,1,2,1,0,1
22,0,F,Female,1,2,0,1,0
20,1,F,Male,3,34,1,1,1
18,0,F,Male,1,2,1,1,1
65,1,M,Male,12,29,0,0,1
31,0,M,Female,0,1,0,1,0
19,1,F,Male,0,0,1,0,1
26,0,F,Male,0,0,0,0,0
56,0,F,Male,3,-1,1,1,0
53,0,M,Male,1,2,0,0,0
55,0,M,Male,2,2,0,0,1
35,0,F,Male,6,0,1,0,0
31,0,F,Female,0,1,1,1,1
20,0,M,Male,2,3,1,1,1
31,1,F,Male,6,24,1,0,1
53,1,F,Male,28,2,1,1,0
39,0,F,Male,2,2,0,0,0
20,1,F,Male,2,28,0,0,1
18,1,M,Male,0,1,0,0,1
32,1,F,Male,1,2,1,1,1
21,0,F,Male,2,25,1,0,1
66,1,F,Male,11,3,0,0,1
55,0,F,Male,2,1,1,1,1
27,1,M,Male,1,2,1,1,0
21,1,F,Female,4,24,1,0,1
28,0,M,Female,4,8,1,0,1
65,0,M,Male,4,4,0,0,0
62,0,F,Male,0,1,1,0,1
39,0,F,Male,2,1,1,0,1
19,0,F,Male,0,27,1,0,1
21,1,F,Male,1,7,0,0,1
40,0,M,Male,1,23,0,0,1
20,1,F,Male,1,0,0,1,0
58,0,F,Male,0,1,0,1,1
31,1,F,Male,3,26,1,0,0
37,0,F,Male,0,0,0,0,1
21,1,F,Male,0,2,1,0,1
49,0,M,Female,0,0,0,1,0
27,1,F,Male,1,203,0,1,1
33,1,F,Male,0,2,0,0,0
25,0,M,Female,1,2,0,0,0
20,0,F,Female,1,1,1,1,0
24,1,F,Male,6,2,1,0,1
17,0,M,Female,1,4,1,1,0
49,0,M,Male,2,2,0,0,0
26,0,M,Female,0,2,1,0,1
40,1,F,Male,8,-2,1,1,1
22,0,F,Male,4,1,1,1,1
25,1,M,Male,3,0,0,0,1
31,1,F,Male,2,-1,1,1,1
27,0,F,Male,1,0,1,0,0
18,1,M,Male,0,1,0,0,0
32,0,M,Male,0,0,0,0,1
34,0,M,Male,2,72,0,0,1
34,1,F,Male,3,-1,1,1,1
55,0,F,Male,0,1,0,1,1
25,1,F,Female,0,2,0,0,0
26,1,M,Male,1,1,0,1,1
20,1,F,Male,5,1,1,1,1
40,0,F,Male,9,0,1,0,1
34,0,F,Male,0,1,0,0,1
21,1,F,Male,1,0,1,0,1
51,0,M,Male,2,5,1,0,1
38,1,M,Female,0,1,0,0,1
46,1,F,Male,8,45,0,0,0
25,0,F,Male,2,26,1,1,1
40,0,F,Male,0,2,1,0,1
59,0,M,Female,2,2,0,0,0
24,0,M,Female,0,1,0,0,0
28,1,M,Female,0,3,0,1,1
26,1,F,Male,12,-1,0,0,1
35,0,M,Female,0,1,0,1,1
24,1,F,Male,5,1,1,0,1
30,1,F,Male,6,2,1,0,1
69,0,M,Female,0,1,0,0,0
29,0,M,Female,0,1,1,0,0
18,1,F,Male,10,18,1,0,1
31,0,M,Male,1,1,1,0,0
48,0,F,Male,9,0,0,0,1
35,0,M,Male,0,2,0,0,0
38,0,F,Male,0,1,1,1,1
68,0,M,Female,0,2,1,1,0
29,1,M,Female,5,1,1,1,1
21,1,M,Male,1,0,1,0,0
58,0,M,Male,0,0,1,0,0
45,0,M,Male,1,2,0,0,0
32,1,F,Male,13,-1,0,0,1
30,0,F,Male,1,1,1,1,1
22,1,F,Male,3,57,1,1,0
25,1,M,Male,0,0,1,1,1
33,0,M,Male,0,0,0,0,1
20,1,F,Male,2,2,1,0,1
35,1,M,Male,0,9,0,0,0
20,1,M,Male,0,1,1,1,0
25,0,F,Female,2,1,1,0,1
38,0,F,Female,5,1,1,1,0
23,0,F,Female,0,0,1,1,1
56,0,F,Male,3,-1,0,1,1
59,0,F,Female,1,2,0,0,0
62,0,M,Male,5,7,1,0,0
63,0,F,Male,3,137,1,1,1
58,1,M,Female,4,0,0,1,0
28,1,F,Male,1,1,0,0,1
28,0,F,Male,2,2,1,0,0
22,1,F,Male,0,0,0,1,1
50,1,F,Female,3,24,0,0,0
23,0,M,Male,0,1,1,1,1
65,0,F,Male,7,1,1,1,0
60,0,M,Female,0,1,0,1,0
52,0,M,Female,0,1,0,0,0
44,1,M,Female,0,0,0,0,1
20,1,F,Male,1,2,1,1,0
