age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two
68,0,M,Female,0,1,0,1,1
25,0,M,Male,1,1,0,1,0
27,1,M,Female,5,21,0,0,0
55,1,F,Male,0,2,0,1,1
42,0,M,Male,0,0,0,0,0
21,1,F,Male,19,13,1,0,1
19,1,F,Male,3,2,1,0,1
36,1,F,Male,2,0,1,1,1
31,0,F,Male,3,1,1,0,0
20,0,M,Male,0,1,1,1,1
24,0,F,Male,1,5,1,0,1
20,1,F,Male,6,9,1,1,0
22,0,M,Male,3,1,1,0,1
72,1,M,Male,3,2,0,0,1
58,0,F,Male,4,0,1,0,0
26,1,F,Male,7,1,0,0,1
25,1,F,Male,13,1,1,0,1
52,1,F,Male,8,17,1,1,0
25,0,M,Female,0,2,1,1,0
27,1,M,Male,15,23,0,0,1
29,0,F,Male,1,1,0,0,1
58,0,F,Female,5,4,1,1,1
30,1,F,Male,1,1,0,0,1
75,0,F,Female,3,-1,1,1,0
52,0,M,Male,3,128,1,0,0
40,1,M,Male,9,0,0,0,1
24,0,F,Male,1,1,1,1,0
26,0,F,Male,0,2,1,1,0
63,0,M,Female,8,1,0,0,0
29,0,F,Male,7,1,0,0,1
24,1,F,Male,1,2,0,1,0
20,1,M,Female,0,0,0,1,0
23,1,F,Male,6,53,0,0,1
26,0,F,Male,1,1,0,0,1
23,1,M,Female,3,11,1,1,0
19,1,F,Male,3,22,1,1,1
44,1,M,Male,0,0,0,0,0
30,0,F,Female,9,2,1,0,0
23,1,F,Male,0,1,1,1,0
44,0,F,Male,1,1,0,0,0
60,1,M,Male,12,-1,0,0,1
27,1,F,Male,6,0,1,1,1
23,0,F,Male,0,2,1,1,1
22,0,M,Female,0,9,1,0,1
23,0,F,Female,0,30,1,0,1
32,1,F,Male,2,4,1,1,0
31,0,M,Male,1,1,0,0,1
22,1,F,Male,3,0,1,1,1
28,0,F,Male,0,27,1,1,1
52,1,F,Male,7,1,1,0,0
48,0,F,Male,0,0,0,0,0
54,0,M,Male,0,0,0,1,1
20,1,F,Male,0,7,0,0,0
37,0,M,Male,0,0,0,1,0
25,1,F,Male,11,26,1,1,0
38,0,F,Male,0,74,0,1,0
25,1,F,Male,9,9,0,0,1
62,1,F,Male,10,33,0,1,1
26,1,F,Male,10,1,1,0,1
25,0,F,Male,1,184,0,0,0
21,1,F,Male,4,0,0,0,1
47,1,F,Male,2,377,1,1,1
66,0,F,Male,0,1,1,1,0
39,0,M,Female,0,3,0,1,1
42,1,F,Male,0,0,0,1,0
21,1,F,Female,2,38,0,1,0
44,1,F,Male,8,3,0,0,1
66,0,M,Female,4,81,1,1,0
20,0,F,Male,2,28,1,1,1
18,1,F,Male,1,2,1,0,0
35,1,F,Male,2,23,0,0,1
50,0,M,Female,0,-1,0,1,1
25,1,F,Female,2,1,1,0,1
26,1,F,Male,1,1,1,0,0
28,0,M,Male,0,1,0,1,1
50,1,F,Male,3,0,0,0,0
21,1,F,Male,2,35,1,0,0
26,1,M,Female,4,0,1,1,1
19,1,M,Male,1,2,1,0,0
50,1,M,Female,4,38,0,0,1
63,1,F,Male,7,44,1,1,1
31,1,F,Male,3,0,1,1,1
30,1,M,Male,6,52,0,1,0
60,1,M,Male,2,-1,1,1,0
50,1,F,Male,9,17,1,1,0
21,0,F,Male,3,1,0,0,1
24,0,M,Male,0,1,1,0,0
74,1,M,Male,15,40,0,1,1
28,1,M,Female,0,39,1,0,0
65,0,F,Male,4,0,0,0,0
25,1,F,Male,0,1,0,0,1
39,0,M,Male,0,2,1,1,0
29,0,F,Female,1,1,1,0,1
24,0,F,Male,1,2,1,0,0
20,0,M,Male,1,3,1,1,1
67,0,M,Male,0,10,1,0,0
59,1,F,Male,2,26,0,0,0
62,1,M,Male,2,2,1,0,1
63,1,F,Male,3,36,0,0,1
21,0,M,Male,1,2,1,0,0
67,0,F,Male,0,11,0,0,1
31,1,F,Female,2,1,1,0,1
79,0,M,Male,6,3,0,0,1
22,0,M,Male,1,2,1,1,0
59,1,M,Male,6,0,0,0,1
19,1,M,Female,0,2,0,0,1
59,0,M,Male,5,1,0,1,0
23,0,F,Male,5,25,1,1,1
20,0,M,Male,0,1,0,1,0
39,0,F,Male,2,-1,0,1,0
32,0,F,Male,8,0,1,1,1
26,0,F,Male,0,0,1,1,1
26,0,F,Female,0,0,1,1,1
21,1,F,Male,3,1,0,1,1
19,1,F,Male,0,36,1,0,1
38,0,M,Female,0,1,0,1,1
30,1,F,Male,7,20,0,0,1
34,0,M,Male,0,0,1,1,1
56,1,M,Male,0,0,0,1,1
24,0,M,Male,5,2,0,0,0
22,1,F,Male,10,1,1,0,1
62,0,F,Male,3,2,0,0,1
57,0,F,Male,3,196,1,1,1
25,1,F,Male,8,15,1,0,1
30,0,F,Male,23,1,1,0,0
62,0,M,Male,0,-1,0,1,0
25,1,F,Female,1,30,0,0,0
31,0,M,Male,2,1,0,1,1
30,0,M,Male,2,2,0,1,1
23,1,M,Male,0,1,0,0,0
20,1,F,Male,3,39,1,0,1
26,0,M,Female,1,1,1,0,0
18,0,F,Male,0,1,0,0,0
25,1,F,Male,6,0,1,1,0
25,1,M,Male,4,1,0,0,0
23,0,F,Male,7,1,1,1,1
55,0,F,Male,1,1,1,0,1
27,0,F,Male,22,0,1,0,1
66,0,M,Male,14,1,1,1,0
29,1,F,Male,5,-1,1,1,0
19,0,F,Female,2,3,0,1,0
28,0,M,Male,4,24,1,1,1
19,1,F,Female,2,396,1,1,0
36,1,M,Female,0,2,0,0,1
31,0,M,Male,1,1,0,1,0
29,0,F,Male,1,2,1,0,0
57,1,F,Male,13,4,1,1,0
23,0,F,Male,10,1,1,0,1
42,1,F,Male,0,0,0,1,1
30,0,F,Male,1,1,0,0,0
22,0,F,Male,1,24,1,0,0
21,0,M,Female,2,3,1,1,1
18,1,M,Male,1,2,0,0,0
26,1,F,Male,4,1,1,0,1
28,1,F,Male,3,32,1,0,0
31,0,M,Female,0,2,0,1,0
45,0,F,Female,8,0,1,1,1
20,0,M,Male,0,0,0,0,1
52,1,M,Male,2,7,0,0,0
27,0,M,Male,1,2,0,1,0
24,1,F,Male,5,1,1,0,1
19,1,F,Female,0,2,1,1,1
56,0,M,Male,8,14,0,1,0
30,0,F,Male,0,0,1,1,1
23,0,M,Male,0,20,1,1,1
29,0,F,Male,3,5,0,0,1
18,0,F,Male,1,1,0,0,1
23,1,F,Male,0,1,1,1,1
34,0,M,Male,1,0,0,0,0
47,0,M,Male,0,0,0,1,1
22,1,M,Male,0,3,1,0,0
44,0,F,Male,6,-1,0,0,1
22,0,F,Male,1,0,1,0,1
26,0,F,Female,3,12,1,0,1
25,0,F,Male,0,1,0,0,1
51,0,F,Male,0,0,0,0,0
34,0,F,Female,0,1,0,0,0
47,0,F,Male,8,1,1,1,0
23,0,F,Male,11,2,1,1,1
28,1,F,Male,1,11,0,0,0
29,1,M,Female,2,1,1,1,0
19,1,F,Male,1,1,0,0,0
51,0,M,Male,1,1,1,0,0
65,0,M,Female,0,0,1,1,1
28,1,F,Male,2,36,1,1,1
40,0,F,Female,0,1,1,1,1
65,0,M,Female,12,1,0,0,1
30,1,M,Male,5,1,1,0,1
22,0,F,Male,3,25,1,0,0
28,0,F,Female,7,1,1,0,0
27,1,M,Female,13,0,1,1,1
25,1,F,Female,0,2,1,1,1
25,0,F,Male,0,2,1,1,1
59,0,M,Female,0,0,0,0,0
28,1,F,Male,5,0,1,1,1
31,0,F,Male,17,-1,1,1,1
33,0,M,Male,2,10,0,0,0
39,1,M,Male,0,1,0,0,1
58,1,M,Male,5,1,0,0,1
30,1,M,Male,5,1,0,1,0
58,1,M,Male,2,7,0,0,1
53,0,F,Male,0,1,0,1,0
39,0,M,Male,0,2,0,0,0
19,1,F,Male,0,35,1,0,1
40,0,M,Male,5,2,1,1,0
26,1,M,Male,0,2,0,0,1
32,1,M,Male,3,0,1,0,1
71,0,M,Male,0,1,0,1,0
54,0,F,Male,7,4,1,1,0
42,0,F,Male,2,2,0,1,1
19,1,F,Female,0,0,0,0,1
74,0,F,Male,14,48,0,0,0
19,1,M,Male,0,1,1,1,0
21,1,F,Male,1,13,1,0,0
35,0,F,Male,1,1,0,0,0
51,0,F,Male,0,2,1,1,1
22,0,M,Female,0,2,0,1,1
28,1,M,Male,6,1,0,0,0
28,0,M,Male,0,0,1,1,1
56,1,M,Male,0,11,0,1,0
20,1,F,Male,0,34,1,0,1
26,0,M,Female,2,1,1,0,1
28,0,M,Male,8,1,1,1,1
19,1,F,Male,11,1,1,0,0
21,1,M,Male,1,2,0,0,0
28,0,F,Male,1,1,1,1,0
18,1,F,Male,5,29,1,0,1
28,0,M,Male,0,0,1,1,0
34,1,M,Female,0,2,0,1,1
19,1,M,Male,0,1,1,0,1
22,0,F,Male,2,1,1,1,1
38,1,M,Male,0,28,1,0,1
28,1,F,Male,2,1,1,0,1
31,0,M,Male,0,1,1,0,1
51,1,M,Female,0,2,0,0,0
79,0,F,Female,8,7,1,1,1
61,0,F,Male,0,4,1,1,1
22,0,M,Male,0,2,1,0,1
43,1,M,Female,0,0,0,0,0
35,1,M,Female,1,0,0,0,0
20,1,F,Male,5,28,1,0,0
18,1,F,Male,1,35,1,0,0
30,0,M,Male,0,1,0,1,0
37,0,F,Female,2,10,1,0,0
72,0,M,Male,17,1,0,1,0
21,1,F,Male,1,0,0,0,1
29,1,M,Male,0,0,1,1,0
34,0,M,Male,1,3,0,0,0
34,0,M,Male,0,1,1,0,1
23,1,F,Male,7,0,1,0,1
39,1,F,Male,11,7,0,0,0
33,1,F,Male,0,24,0,1,0
22,0,F,Male,0,2,1,1,1
34,0,F,Male,16,1,1,1,1
74,0,F,Male,2,2,0,1,0
35,0,F,Male,2,1,1,1,1
21,1,M,Male,5,8,0,0,1
27,0,M,Male,0,2,1,1,1
20,0,F,Female,0,2,1,0,1
60,0,F,Male,11,0,1,1,1
19,1,F,Male,0,1,0,0,0
31,0,F,Female,2,2,0,0,0
57,0,M,Female,0,3,0,0,0
80,0,M,Female,5,1,1,0,0
44,0,F,Male,8,34,1,1,0
29,1,M,Male,0,26,0,0,1
21,1,M,Male,0,0,0,1,0
36,1,F,Male,6,-1,1,1,1
57,1,M,Male,3,1,0,0,0
21,1,F,Male,4,85,1,1,0
27,0,F,Female,1,2,0,0,0
22,1,F,Male,1,7,1,0,0
36,0,M,Male,0,-1,1,1,1
45,1,M,Male,5,7,1,0,0
34,1,M,Male,3,1,0,0,0
26,1,F,Male,6,6,1,1,1
20,0,F,Male,1,42,0,1,0
22,1,F,Male,10,1,0,1,1
64,0,M,Male,0,0,1,0,0
29,0,F,Male,6,1,1,0,0
23,0,M,Female,0,2,0,1,0
54,1,M,Male,0,3,0,0,1
50,0,M,Female,1,2,0,0,0
45,0,F,Male,19,-1,1,0,1
23,1,M,Male,0,1,0,1,0
20,1,F,Male,11,2,0,0,0
24,0,F,Female,1,2,0,1,0
35,0,M,Male,17,0,0,1,1
38,0,F,Male,5,1,1,0,0
26,0,M,Male,0,1,0,1,1
37,1,F,Male,4,1,1,1,0
53,1,M,Female,1,0,0,0,0
24,1,M,Male,1,1,0,0,1
21,0,F,Male,8,1,1,1,1
30,1,F,Male,2,79,1,1,0
19,1,F,Male,2,25,1,1,1
45,1,F,Male,5,30,1,0,0
37,0,M,Female,0,-1,1,1,1
21,0,F,Male,0,0,1,0,0
40,0,M,Male,0,1,0,0,1
57,1,M,Female,2,2,0,1,1
63,0,F,Female,3,-1,0,0,0
19,1,M,Male,0,2,0,1,0
19,1,F,Male,9,2,1,0,1
22,0,F,Male,0,1,1,0,0
26,0,M,Male,0,1,1,1,1
32,0,M,Female,0,2,1,1,1
44,0,F,Male,0,1,1,0,0
65,1,M,Female,5,-1,1,1,1
47,0,M,Female,0,1,0,0,1
34,1,F,Male,5,0,0,1,0
24,0,F,Male,9,85,0,1,1
20,0,M,Male,1,1,1,0,1
24,0,M,Female,1,2,1,0,1
29,0,F,Male,3,0,1,0,1
24,1,M,Male,0,6,0,0,1
36,0,M,Male,0,1,0,0,0
28,0,M,Male,5,43,1,1,0
29,0,M,Male,3,1,1,0,0
21,0,F,Male,1,1,1,0,0
26,0,F,Male,5,1,1,0,0
55,0,F,Male,5,163,1,1,0
34,0,F,Male,5,49,0,0,1
36,1,F,Male,0,21,1,1,1
25,1,M,Male,2,1,1,1,1
51,0,F,Male,7,1,0,0,1
27,1,F,Male,0,6,1,1,0
22,0,F,Male,4,27,0,1,1
51,0,F,Male,1,0,0,0,0
25,0,M,Male,1,0,0,0,0
44,1,M,Female,0,2,1,1,1
54,1,F,Male,13,32,1,1,1
25,1,M,Female,0,2,0,1,0
26,0,F,Male,0,0,1,1,1
26,1,M,Male,11,18,1,1,0
30,1,M,Female,0,2,0,1,0
32,1,F,Male,9,55,0,1,1
21,1,F,Male,2,421,1,1,0
73,0,F,Male,6,117,1,0,0
25,1,F,Male,0,2,1,1,0
21,0,M,Male,1,2,1,0,0
63,1,F,Male,0,6,1,0,0
23,1,F,Male,1,30,1,1,0
35,0,F,Male,0,1,1,1,1
22,1,F,Male,1,2,0,0,1
38,0,M,Male,1,0,0,0,1
44,0,F,Male,18,1,0,0,0
58,0,F,Male,0,2,1,1,0
53,0,M,Female,0,1,0,1,0
20,1,M,Male,0,2,1,1,0
20,0,M,Male,0,1,0,1,1
57,0,F,Male,3,13,1,1,0
46,0,F,Male,0,1,1,1,1
25,0,F,Male,13,8,1,0,0
22,1,M,Female,1,38,1,0,1
31,1,M,Male,2,1,0,0,0
28,1,M,Female,2,0,0,0,1
23,1,F,Male,10,157,0,1,0
38,0,F,Female,0,2,0,1,0
25,0,M,Male,2,40,0,1,0
30,1,M,Male,0,8,0,0,0
51,0,F,Male,0,1,0,1,1
45,1,F,Male,0,1,1,0,1
25,1,F,Female,6,1,1,0,0
21,0,F,Male,0,1,1,1,0
30,1,F,Male,0,1,0,0,1
27,0,M,Female,1,3,0,0,0
65,0,M,Male,13,-1,0,1,1
32,0,M,Female,0,3,1,1,1
44,0,F,Male,0,28,1,1,1
35,1,F,Male,9,17,1,0,1
65,0,F,Male,6,6,0,0,0
66,0,F,Female,0,2,0,1,1
22,0,M,Male,5,2,1,1,1
39,1,F,Male,4,0,1,1,0
43,0,F,Male,0,1,0,1,0
22,1,M,Male,4,23,0,0,0
35,0,F,Male,1,2,1,0,0
56,1,M,Male,12,38,1,1,1
18,1,F,Male,1,1,0,0,0
22,0,F,Female,0,1,1,0,0
27,1,M,Female,0,1,0,0,1
35,0,F,Male,1,1,1,0,1
41,0,M,Male,1,1,0,1,0
29,0,M,Male,0,1,0,1,0
67,0,F,Male,20,-1,1,1,1
62,1,F,Male,8,2,1,0,1
54,1,F,Male,2,10,1,1,1
25,0,F,Male,4,6,1,0,0
20,1,F,Male,0,0,0,0,1
40,1,M,Male,5,28,0,0,1
28,1,F,Male,2,31,1,0,1
51,0,F,Male,1,1,1,1,0
21,1,M,Male,0,26,0,1,1
22,1,F,Male,3,22,1,1,1
20,1,M,Female,6,1,1,0,1
33,0,M,Male,2,2,1,1,1
26,1,F,Male,2,0,1,1,1
50,0,F,Female,10,1,1,1,1
49,0,M,Male,1,1,0,1,0
32,0,F,Male,1,9,0,0,0
21,0,M,Male,5,1,1,0,1
58,0,M,Male,3,0,0,0,0
25,0,M,Male,0,1,0,0,0
25,0,F,Female,2,2,1,1,1
24,0,M,Male,0,2,1,1,1
34,0,F,Female,11,1,1,1,0
20,1,F,Male,1,-1,1,0,0
22,0,M,Male,0,2,1,1,0
67,0,F,Male,0,28,1,1,1
31,0,F,Male,8,8,1,1,1
42,0,M,Female,6,1,0,0,1
32,0,M,Male,0,1,1,0,0
20,1,F,Male,0,1,0,1,0
26,0,M,Male,6,2,1,0,1
26,1,F,Female,2,1,1,1,1
35,0,M,Male,0,2,1,0,1
30,0,F,Female,0,2,0,1,1
26,0,F,Male,1,1,0,1,1
70,0,M,Female,0,1,0,0,1
55,0,M,Male,0,1,0,0,0
23,1,F,Male,2,12,1,1,0
18,1,F,Male,10,0,0,1,0
57,0,F,Female,0,0,1,1,0
29,1,F,Male,8,0,1,0,1
62,1,F,Male,11,12,1,1,1
21,0,F,Male,4,2,1,0,0
38,1,F,Male,0,2,1,1,0
24,0,M,Male,0,2,1,1,0
21,1,F,Male,1,10,1,0,0
56,0,M,Female,0,1,0,0,1
20,0,F,Male,6,9,1,0,0
23,1,M,Male,5,2,0,0,1
62,0,F,Female,0,1,0,1,0
32,1,F,Male,11,54,1,0,0
28,0,F,Male,2,1,1,1,1
44,0,F,Female,7,1,1,1,1
27,1,M,Male,2,1,0,1,1
68,0,F,Female,2,16,1,0,0
53,0,M,Male,0,1,0,1,0
24,0,M,Male,0,2,1,1,1
36,0,M,Male,5,1,1,1,0
25,0,M,Male,1,0,0,0,1
54,0,F,Male,7,1,1,1,1
44,0,F,Male,0,1,1,0,0
26,1,F,Male,8,179,1,1,1
38,0,F,Male,3,2,1,0,0
19,1,F,Male,0,0,1,0,1
36,1,M,Male,12,0,0,0,1
68,0,M,Male,0,1,1,1,0
49,0,M,Female,1,0,0,0,1
23,1,F,Female,7,2,0,1,0
33,1,M,Female,0,0,0,0,0
58,0,F,Male,1,2,0,1,0
32,0,M,Female,0,1,0,0,1
32,1,F,Male,2,1,1,1,0
47,0,M,Male,1,1,0,0,0
53,1,M,Male,2,1,0,1,1
23,0,F,Male,0,37,1,1,1
18,1,F,Male,7,13,1,1,0
63,0,F,Female,0,0,0,1,1
26,1,M,Male,1,-1,0,0,0
29,1,F,Male,10,1,1,1,0
29,1,F,Male,1,0,1,1,0
34,1,M,Female,6,2,1,1,0
51,0,F,Male,6,7,1,1,0
25,0,M,Male,0,3,1,0,1
31,0,M,Male,0,3,1,0,0
26,0,F,Male,3,-1,1,0,0
18,1,M,Male,2,36,1,0,1
80,0,M,Female,0,1,0,0,1
69,0,M,Female,0,1,1,0,0
54,0,F,Male,0,1,1,1,1
28,1,F,Male,1,0,1,0,1
22,0,F,Male,3,0,1,1,0
21,1,M,Male,5,1,1,0,1
25,1,M,Male,0,7,0,1,0
42,0,M,Female,1,2,1,0,1
47,1,F,Male,3,4,0,0,0
32,0,F,Male,2,0,1,1,1
28,1,M,Male,5,1,1,1,0
54,0,F,Male,2,-1,1,1,1
26,0,M,Male,0,2,0,1,0
