"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
45,"0","F","Male",1,18,0,0,1
29,"0","F","Female",21,28,0,0,1
26,"0","F","Male",12,38,1,0,1
58,"1","F","Male",24,60,0,0,1
48,"0","M","Male",3,22,0,1,0
23,"1","F","Male",24,346,0,1,0
27,"0","F","Male",1,233,1,0,1
44,"1","F","Male",2,109,1,1,1
37,"0","F","Male",4,13,1,0,0
24,"1","F","Female",8,130,0,1,1
28,"1","F","Male",29,18,1,1,1
26,"1","F","Male",6,0,0,0,1
28,"0","F","Male",5,93,0,0,0
32,"1","F","Male",11,151,1,1,1
47,"1","F","Male",3,0,1,0,0
19,"1","F","Male",26,7,1,1,0
30,"0","M","Male",1,1,1,1,0
56,"0","F","Male",22,42,1,0,0
65,"0","F","Female",3,27,1,0,1
23,"1","F","Male",0,80,1,1,1
41,"0","M","Male",17,210,0,1,1
48,"1","F","Male",4,73,1,1,1
25,"1","F","Male",0,40,0,1,0
40,"0","F","Male",3,60,1,0,1
61,"1","F","Female",3,113,0,0,1
34,"1","F","Male",2,385,0,1,1
59,"0","M","Female",13,1,1,0,1
49,"1","M","Male",1,134,1,0,1
35,"1","F","Male",6,62,1,0,1
38,"0","F","Male",6,223,1,0,1
54,"0","M","Male",0,4,1,1,1
44,"0","F","Male",8,62,1,0,0
56,"1","M","Male",4,198,1,0,0
43,"1","F","Male",0,14,0,1,0
34,"0","M","Male",4,219,0,1,1
63,"0","M","Male",22,436,1,0,0
26,"1","M","Male",0,51,0,1,0
23,"1","F","Female",8,79,1,0,1
26,"1","M","Female",1,33,0,1,1
21,"1","F","Male",12,10,1,1,0
50,"0","M","Male",1,13,0,1,1
75,"0","M","Male",3,25,1,1,0
44,"0","F","Male",9,55,1,0,1
31,"0","F","Male",14,299,1,1,0
22,"1","F","Male",1,72,1,0,0
65,"0","F","Male",0,26,0,0,0
41,"1","F","Male",1,29,0,1,0
63,"0","M","Male",2,38,0,0,1
29,"1","F","Male",8,56,0,1,1
26,"0","F","Male",2,9,1,1,0
48,"1","F","Male",9,42,1,0,0
39,"1","F","Male",10,18,1,1,1
30,"0","M","Male",10,67,0,1,1
36,"0","M","Male",8,1,0,0,0
25,"1","M","Male",30,339,1,0,0
44,"0","M","Male",1,218,1,0,0
32,"1","M","Male",4,163,1,1,0
39,"0","F","Male",10,7,0,1,0
24,"1","F","Male",0,68,0,0,1
56,"1","M","Female",1,119,0,0,0
32,"1","F","Male",18,83,1,1,1
61,"1","F","Male",9,88,1,1,1
49,"0","M","Male",27,151,1,1,1
52,"0","F","Female",1,-1,0,0,1
48,"0","F","Male",10,80,0,1,0
32,"0","F","Male",0,263,1,1,0
32,"0","F","Male",1,521,0,1,0
53,"1","F","Male",9,195,1,0,1
40,"0","F","Female",0,27,1,0,0
27,"1","F","Male",13,350,1,1,0
41,"1","M","Male",11,24,0,1,1
51,"1","M","Male",4,56,0,1,0
25,"0","M","Female",1,177,0,0,0
31,"0","F","Female",0,236,1,1,0
72,"1","M","Male",15,164,1,1,1
22,"1","F","Male",14,108,1,1,1
35,"0","M","Male",0,10,0,0,0
27,"1","M","Male",3,56,1,1,1
51,"0","M","Male",17,45,0,1,1
34,"1","M","Male",10,13,0,0,1
37,"0","M","Male",6,99,0,0,0
44,"0","F","Male",17,302,1,0,1
40,"0","M","Male",1,6,0,0,0
21,"1","F","Male",24,297,0,0,1
29,"0","M","Male",8,120,0,0,0
73,"0","M","Male",1,10,0,1,1
27,"1","M","Female",2,265,1,1,0
26,"0","M","Male",13,35,1,1,0
33,"0","M","Female",10,295,1,0,0
45,"0","M","Male",8,13,1,1,1
47,"0","M","Male",7,42,0,0,0
53,"1","F","Male",14,6,1,0,1
51,"1","F","Male",1,17,0,1,1
52,"0","F","Female",17,204,0,0,0
21,"1","F","Male",1,44,0,1,1
55,"1","M","Male",36,14,1,0,1
34,"0","F","Male",1,246,1,0,0
31,"1","F","Male",11,97,1,0,1
53,"0","F","Male",0,126,1,1,0
25,"1","F","Male",13,98,0,0,1
24,"1","F","Male",0,87,0,1,1
25,"0","F","Female",4,20,1,0,1
50,"0","F","Male",11,51,1,0,0
38,"1","F","Male",15,131,1,0,1
29,"0","M","Male",1,178,0,1,1
47,"0","F","Male",6,7,0,1,0
33,"0","F","Male",1,321,0,1,0
58,"1","F","Male",21,305,1,0,1
34,"1","F","Male",16,37,0,0,0
32,"1","F","Male",11,85,0,0,1
20,"0","M","Male",1,117,0,0,1
61,"0","F","Male",1,235,1,1,1
21,"1","F","Male",0,325,1,0,0
24,"1","M","Female",0,395,0,0,1
22,"0","F","Male",3,178,1,1,1
59,"1","F","Female",9,548,0,1,0
26,"0","M","Female",1,58,1,1,0
76,"0","M","Male",1,13,1,0,0
28,"0","F","Male",5,32,1,0,1
46,"1","F","Male",16,154,1,0,0
32,"1","F","Male",17,123,1,1,1
23,"1","F","Male",9,147,1,1,0
63,"0","F","Male",2,31,0,0,0
55,"0","M","Male",3,55,1,0,1
32,"0","F","Male",2,118,1,0,1
59,"1","F","Male",13,0,0,0,1
41,"0","F","Male",9,190,1,1,1
39,"0","M","Male",5,31,0,1,0
32,"1","F","Female",3,8,0,1,0
49,"0","M","Male",2,20,0,0,0
49,"0","M","Male",1,226,1,0,1
56,"0","F","Male",2,51,0,0,0
31,"0","M","Female",0,246,1,1,0
34,"1","F","Male",10,101,0,1,1
26,"0","M","Male",1,6,0,0,0
30,"0","F","Male",13,254,1,0,0
26,"1","F","Female",6,71,0,0,0
27,"0","M","Male",3,65,0,1,0
33,"0","F","Male",17,57,1,1,0
31,"0","F","Male",5,228,0,0,0
42,"1","F","Male",17,249,0,0,0
22,"0","F","Female",3,147,0,0,0
33,"0","M","Female",0,335,0,0,1
43,"0","F","Female",1,0,0,0,1
59,"0","F","Female",16,124,0,1,1
34,"0","F","Male",1,30,0,0,1
30,"1","M","Male",12,367,1,1,1
28,"1","M","Female",13,210,1,0,1
53,"0","F","Male",2,33,0,0,0
27,"1","F","Male",9,208,1,1,1
23,"1","F","Male",13,322,0,0,0
47,"1","F","Male",3,36,1,1,0
31,"1","F","Male",13,13,0,0,0
26,"0","F","Male",6,63,0,0,0
28,"1","F","Male",15,65,0,1,0
22,"1","M","Male",11,348,0,0,0
29,"1","F","Male",12,183,0,0,1
64,"0","F","Male",4,2,0,0,0
73,"0","F","Male",1,13,1,0,1
38,"0","F","Male",1,592,1,1,0
65,"0","M","Male",2,1,1,1,0
27,"1","F","Male",13,44,1,0,1
22,"0","M","Female",0,311,1,1,1
30,"0","M","Male",6,97,1,0,0
25,"0","M","Female",0,117,1,1,0
42,"1","F","Male",0,52,0,0,1
30,"0","M","Female",0,137,0,1,1
44,"0","M","Female",1,-1,0,1,0
26,"0","F","Female",6,52,0,1,0
24,"0","F","Male",11,260,0,0,1
61,"0","F","Male",2,2,0,0,0
26,"0","F","Female",8,188,1,1,0
21,"0","F","Female",3,26,0,1,0
28,"0","F","Male",0,68,0,0,1
20,"1","M","Male",8,191,1,1,0
58,"0","F","Male",12,325,1,0,1
43,"1","M","Male",5,135,0,0,0
23,"1","M","Male",0,78,1,0,1
27,"0","M","Male",1,86,1,0,1
25,"0","F","Male",11,76,1,1,0
34,"0","F","Male",11,500,1,1,0
36,"1","F","Male",4,40,0,1,0
38,"1","F","Male",2,2,0,1,0
26,"0","M","Male",3,28,1,1,0
38,"0","F","Male",7,148,1,0,0
58,"1","M","Male",1,11,1,1,0
28,"0","F","Male",8,148,0,0,0
39,"1","F","Female",9,320,1,0,1
65,"0","F","Male",1,18,1,0,1
58,"0","M","Female",2,11,0,0,1
31,"1","F","Male",16,59,1,1,0
39,"1","F","Male",13,16,0,1,1
36,"0","M","Female",1,102,0,0,0
29,"1","M","Male",10,64,1,0,0
62,"0","M","Male",2,0,0,0,0
26,"0","F","Male",2,296,1,0,1
21,"0","F","Male",6,272,1,1,1
34,"0","F","Male",6,36,1,0,0
63,"0","M","Male",1,2,0,0,1
25,"1","M","Male",8,31,1,1,0
51,"1","F","Female",14,142,1,1,0
28,"0","M","Male",9,202,0,0,0
33,"0","M","Male",3,97,0,0,0
26,"0","M","Female",1,94,0,0,0
37,"0","F","Male",12,121,0,1,0
22,"0","F","Male",11,210,0,1,1
38,"0","F","Male",5,315,1,1,0
63,"0","M","Female",22,24,1,0,1
32,"1","F","Male",7,280,1,0,0
46,"1","F","Female",4,-1,1,0,0
21,"1","M","Female",4,436,1,1,1
38,"0","F","Male",6,215,0,1,1
37,"1","F","Male",3,10,1,0,1
35,"1","F","Male",10,316,0,1,1
21,"0","F","Male",16,149,1,0,1
32,"0","F","Male",1,0,0,1,0
69,"0","F","Male",5,82,0,0,1
25,"1","F","Male",5,24,0,0,1
35,"1","M","Female",3,232,0,0,0
39,"1","F","Male",7,125,0,1,0
51,"1","F","Female",15,205,0,0,1
26,"0","M","Male",12,48,0,1,0
45,"1","M","Male",27,69,1,0,1
38,"0","F","Male",4,12,1,0,0
37,"0","F","Male",2,16,0,1,1
25,"1","F","Male",6,57,0,0,1
37,"0","M","Female",2,21,0,0,0
28,"0","M","Male",28,67,0,1,1
21,"1","F","Male",2,207,1,1,1
35,"1","F","Male",2,1,1,0,0
42,"1","F","Male",5,168,0,0,0
61,"1","M","Male",9,5,0,0,0
47,"0","M","Female",28,233,0,1,0
45,"1","F","Female",17,111,0,1,1
47,"0","F","Male",5,153,1,1,1
48,"0","F","Male",6,207,1,0,0
44,"0","M","Female",1,24,0,0,0
50,"0","F","Male",3,3,1,0,1
42,"0","F","Female",0,276,0,1,1
35,"0","F","Male",6,71,1,1,0
36,"0","M","Male",2,66,1,0,1
26,"1","F","Female",1,170,1,1,0
45,"1","F","Male",14,403,1,0,1
39,"0","M","Male",1,4,0,0,0
46,"1","M","Male",2,13,0,1,0
22,"0","M","Female",1,95,0,1,0
66,"1","M","Male",30,129,1,0,1
24,"1","M","Male",2,7,0,1,0
23,"1","F","Female",5,110,1,0,0
